Date\time TX;Machine;Type;Result;Date\time RX;Quote;# PLC;# LU;Row;Destination;Start;End;Start quote;Start date\time;Distance;Timespan;Direction;Logical state;Index;Num. missions;Note;Battery Level Tx;Battery Level Rx;Encoder Value Tx;LU Weight;Parameters
05/11/2025 23:58;7N0402;(30) Move;(1) OK;05/12/2025 00:00;3190743;26562;2170474;L2-C61-R - WH4 (N 1010);3190741;3100136;3198011;3103023;05/11/2025 23:59;87718;00:00:34;Forward;TGLS_202;4;4;;0;0;3190742;853;1
05/11/2025 23:58;7N0402;(60) Positioning with chains;(1) OK;05/11/2025 23:59;3103023;0;;L2-C61-R - WH4 (N 1010);3190741;3100136;3198011;3103023;05/11/2025 23:59;87718;00:00:12;Forward;TGLS_202;3;4;;0;0;3190742;0;1
05/11/2025 23:58;7N0402;(10) Taking with chain;(1) OK;05/11/2025 23:59;3103023;26562;2170474;L2-C01-R  (1G02)- WH4 (N 891);3103024;3100136;3198011;3103024;05/11/2025 23:59;0;00:00:07;Backward;TGLS_201;2;4;;0;0;3190742;853;1
05/11/2025 23:58;7N0402;(30) Move;(1) OK;05/11/2025 23:59;3103024;0;;L2-C01-R  (1G02)- WH4 (N 891);3103024;3100136;3198011;3190742;05/11/2025 23:58;87718;00:00:33;Backward;TGLS_201;1;4;;0;0;3190742;0;1
05/11/2025 23:57;7S0402;(40) Move in;(1) OK;05/11/2025 23:57;9218605;0;;7N0402;9218601;9218020;9219220;69555665;05/11/2025 23:57;60337064;00:00:04;Backward;TGLS_113;6;6;;89;89;9218604;0;1
05/11/2025 23:57;7S0402;(30) Move;(1) OK;05/11/2025 23:57;69555665;0;;;69555663;69555009;69572189;69557348;05/11/2025 23:57;1685;00:00:03;Backward;TGLS_113;5;6;;89;89;9218604;0;1
