Data\Ora TX;Macchina;Tipo;Risultati;Data\Ora RX;Quota;# PLC;# UDC;Cella;Destinazione;Inizio;Fine;Quota inizio;Data\Ora inizio;Distanza;Durata;Direzione;Stato logico;Indice;Num. missioni;Note;Livello Batteria Tx;Livello Batteria Rx;Valore encoder Tx;Peso UDC
27/05/2022 11:04;Shuttle1;(50) Uscita;(1) OK;27/05/2022 11:04;129842;538;BECIWMS0576;Lift1;89050;85490;89790;89047;27/05/2022 11:04;3;00:00:09;Avanti;TGLS_202;1;2;;99;99;89047;0
27/05/2022 11:04;Satellite2;(40) Ingresso;(1) OK;27/05/2022 11:05;5901839;0;;Shuttle2;5901842;5901242;5902442;1828525;27/05/2022 11:05;4073317;00:00:05;Avanti;TGLS_113;6;6;;99;99;5901839;0
27/05/2022 11:04;Satellite2;(30) Spostamento;(1) OK;27/05/2022 11:05;1828525;0;;L1-C09-R - WH1 (N 18);1828531;1829169;1809030;1812219;27/05/2022 11:04;16312;00:00:09;Avanti;TGLS_113;5;6;;99;99;5901839;0
27/05/2022 11:04;Satellite2;(20) Deposito;(1) OK;27/05/2022 11:04;1812219;332;BECIWMS0305;L1-C09-R - WH1 (N 18);1812219;1829169;1809030;1812219;27/05/2022 11:04;0;00:00:02; ;TGLS_223;4;6;;99;99;5901839;76
27/05/2022 11:04;Satellite2;(30) Spostamento;(1) OK;27/05/2022 11:04;1812219;332;BECIWMS0305;L1-C09-R - WH1 (N 18);1812219;1829169;1809030;1828519;27/05/2022 11:04;16300;00:00:10;Indietro;TGLS_213;3;6;;99;99;5901839;76
27/05/2022 11:04;Satellite2;(50) Uscita;(1) OK;27/05/2022 11:04;1828519;332;BECIWMS0305;Shuttle2;5901842;5901242;5902442;5901839;27/05/2022 11:04;3;00:00:03;Indietro;TGLS_203;2;6;;99;99;5901839;76
27/05/2022 11:04;Satellite2;(10) Prelievo;(1) OK;27/05/2022 11:04;5901839;332;BECIWMS0305;Shuttle2;5901842;5901242;5902442;5901839;27/05/2022 11:04;3;00:00:03; ;TGLS_107;1;6;;99;99;5901839;76
27/05/2022 11:04;Shuttle2;(60) Posizionamento con catene;(21) OK silent warning;27/05/2022 11:04;344016;332;BECIWMS0305;L1-C09-R - WH1 (N 18);344015;326268;352429;344016;27/05/2022 11:04;1;00:00:07;Indietro;TGLS_202;1;1;;100;100;344016;76
27/05/2022 11:04;Shuttle1;(10) Prelievo con catena;(1) OK;27/05/2022 11:04;89047;538;BECIWMS0576;Lift1;89050;85490;89790;89047;27/05/2022 11:04;3;00:00:09;Avanti;TGLS_201;2;2;;99;99;129849;0
27/05/2022 11:04;Shuttle1;(40) Ingresso;(1) OK;27/05/2022 11:04;89047;0;;Lift1;89050;85490;89790;129849;27/05/2022 11:04;40799;00:00:09;Indietro;TGLS_201;1;2;;99;99;129849;0
27/05/2022 11:04;Satellite2;(91) Disabilita batteria;(1) OK;27/05/2022 11:04;5901839;0;;Shuttle2;5901842;5901242;5902442;5901839;27/05/2022 11:04;3;00:00:03; ;Unknown;1;1;;99;99;5901839;0
27/05/2022 11:04;Shuttle2;(30) Spostamento;(21) OK silent warning;27/05/2022 11:04;344016;332;BECIWMS0305;L1-C09-R - WH1 (N 18);344015;326268;352429;329845;27/05/2022 11:04;14170;00:00:13;Avanti;TGLS_202;2;2;;100;100;84252;76
27/05/2022 11:04;Shuttle2;(50) Uscita;(1) OK;27/05/2022 11:04;329845;332;BECIWMS0305;Lift2;84254;80700;85000;84252;27/05/2022 11:04;2;00:00:06;Avanti;TGLS_202;1;2;;100;100;84252;76
27/05/2022 11:03;Shuttle1;(30) Spostamento;(21) OK silent warning;27/05/2022 11:04;129849;0;;;129850;126232;152404;147783;27/05/2022 11:03;17933;00:00:16;Indietro;TGLS_201;1;1;;100;99;147783;0
27/05/2022 11:03;Shuttle2;(10) Prelievo con catena;(1) OK;27/05/2022 11:04;84252;332;BECIWMS0305;Lift2;84254;80700;85000;84252;27/05/2022 11:03;2;00:00:09;Indietro;TGLS_201;2;2;;100;100;84252;76
27/05/2022 11:03;Shuttle2;(91) Disabilita batteria;(1) OK;27/05/2022 11:03;84252;0;;Lift2;84254;80700;85000;84252;27/05/2022 11:03;2;00:00:03; ;Unknown;1;2;;100;100;84252;0
27/05/2022 11:03;Satellite1;(92) Abilita batteria;(1) OK;27/05/2022 11:03;5900612;0;;Shuttle1;5900610;5900010;5901210;5900612;27/05/2022 11:03;2;00:00:02; ;Unknown;1;1;;99;99;5900612;0
27/05/2022 11:02;Satellite1;(40) Ingresso;(1) OK;27/05/2022 11:03;5900612;0;;Shuttle1;5900610;5900010;5901210;2049578;27/05/2022 11:03;3851032;00:00:05;Indietro;TGLS_113;6;6;;99;99;5900609;0
27/05/2022 11:02;Satellite1;(30) Spostamento;(1) OK;27/05/2022 11:03;2049578;0;;L2-C11-R - WH1 (N 49);2049572;2048932;2069088;2057371;27/05/2022 11:03;7799;00:00:06;Indietro;TGLS_133;5;6;;99;99;5900609;0
27/05/2022 11:02;Satellite1;(20) Deposito;(1) OK;27/05/2022 11:03;2057371;282;BECIWMS0330;L2-C11-R - WH1 (N 49);2057371;2048932;2069088;2057371;27/05/2022 11:03;0;00:00:01; ;TGLS_233;4;6;;99;99;5900609;0
27/05/2022 11:02;Satellite1;(30) Spostamento;(1) OK;27/05/2022 11:03;2057371;282;BECIWMS0330;L2-C11-R - WH1 (N 49);2057371;2048932;2069088;2049634;27/05/2022 11:03;7737;00:00:11;Avanti;TGLS_213;3;6;;99;99;5900609;0
27/05/2022 11:02;Satellite1;(50) Uscita;(1) OK;27/05/2022 11:03;2049634;282;BECIWMS0330;Shuttle1;5900610;5900010;5901210;5900609;27/05/2022 11:03;1;00:00:05;Avanti;TGLS_203;2;6;;99;99;5900609;0
27/05/2022 11:02;Satellite1;(10) Prelievo;(1) OK;27/05/2022 11:03;5900609;282;BECIWMS0330;Shuttle1;5900610;5900010;5901210;5900609;27/05/2022 11:02;1;00:00:02; ;TGLS_107;1;6;;99;99;5900609;0
27/05/2022 11:02;Shuttle1;(60) Posizionamento con catene;(21) OK silent warning;27/05/2022 11:02;147782;282;BECIWMS0330;L2-C11-R - WH1 (N 49);147785;126232;152404;147782;27/05/2022 11:02;3;00:00:06;Avanti;TGLS_202;1;1;;100;100;147782;0
27/05/2022 11:02;Satellite1;(91) Disabilita batteria;(1) OK;27/05/2022 11:02;5900609;0;;Shuttle1;5900610;5900010;5901210;5900609;27/05/2022 11:02;1;00:00:02; ;Unknown;1;1;;99;99;5900609;0
27/05/2022 11:02;Shuttle1;(30) Spostamento;(1) OK;27/05/2022 11:02;147782;282;BECIWMS0330;L2-C11-R - WH1 (N 49);147785;126232;152404;129840;27/05/2022 11:02;17945;00:00:13;Avanti;TGLS_202;2;2;;100;100;89052;0
27/05/2022 11:02;Shuttle1;(50) Uscita;(1) OK;27/05/2022 11:02;129840;282;BECIWMS0330;Lift1;89050;85490;89790;89052;27/05/2022 11:02;2;00:00:09;Avanti;TGLS_202;1;2;;100;100;89052;0
27/05/2022 11:02;Shuttle1;(10) Prelievo con catena;(1) OK;27/05/2022 11:02;89052;282;BECIWMS0330;Lift1;89050;85490;89790;89052;27/05/2022 11:02;2;00:00:09;Avanti;TGLS_201;2;2;;100;100;89052;0
27/05/2022 11:02;Shuttle1;(91) Disabilita batteria;(1) OK;27/05/2022 11:02;89052;0;;Lift1;89050;85490;89790;89052;27/05/2022 11:02;2;00:00:03; ;Unknown;1;2;;100;100;89052;0
27/05/2022 10:53;Shuttle2;(92) Abilita batteria;(1) OK;27/05/2022 10:53;84252;0;;Lift2;84254;80700;85000;84252;27/05/2022 10:53;2;00:00:01; ;Unknown;1;1;;99;99;84252;0
27/05/2022 10:53;Shuttle2;(20) Deposito con catena;(1) OK;27/05/2022 10:53;84252;233;BECIWMS0398;Lift2;84254;80700;85000;84252;27/05/2022 10:53;2;00:00:06;Indietro;TGLS_202;1;1;;99;99;84252;82
27/05/2022 10:53;Shuttle2;(40) Ingresso;(21) OK silent warning;27/05/2022 10:53;84252;233;BECIWMS0398;Lift2;84254;80700;85000;403648;27/05/2022 10:53;319394;00:00:13;Indietro;TGLS_202;1;1;;99;99;403648;82
27/05/2022 10:53;Shuttle2;(30) Spostamento;(21) OK silent warning;27/05/2022 10:53;403648;0;;;403649;400028;426206;417788;27/05/2022 10:53;14139;00:00:16;Indietro;TGLS_202;1;1;;99;99;417788;0
27/05/2022 10:52;Satellite2;(92) Abilita batteria;(1) OK;27/05/2022 10:53;5901840;0;;Shuttle2;5901842;5901242;5902442;5901840;27/05/2022 10:53;2;00:00:00; ;Unknown;7;7;;100;100;5901841;0
27/05/2022 10:52;Satellite2;(20) Deposito;(1) OK;27/05/2022 10:53;5901840;233;BECIWMS0398;Shuttle2;5901842;5901242;5902442;5901840;27/05/2022 10:53;2;00:00:02; ;TGLS_203;6;7;;100;100;5901841;82
27/05/2022 10:52;Satellite2;(40) Ingresso;(1) OK;27/05/2022 10:53;5901840;233;BECIWMS0398;Shuttle2;5901842;5901242;5902442;1868421;27/05/2022 10:53;4033421;00:00:04;Avanti;TGLS_213;5;7;;100;100;5901841;82
27/05/2022 10:52;Satellite2;(30) Spostamento;(1) OK;27/05/2022 10:53;1868421;233;BECIWMS0398;L2-C09-R - WH1 (N 45);1868426;1869067;1848928;1867809;27/05/2022 10:53;617;00:00:03;Avanti;TGLS_213;4;7;;100;100;5901841;82
27/05/2022 10:52;Satellite2;(10) Prelievo;(1) OK;27/05/2022 10:53;1867809;233;BECIWMS0398;L2-C09-R - WH1 (N 45);1867804;1869067;1848928;1867809;27/05/2022 10:52;5;00:00:02; ;TGLS_125;3;7;;100;100;5901841;82
27/05/2022 10:52;Satellite2;(30) Spostamento;(21) OK silent warning;27/05/2022 10:52;1867809;233;BECIWMS0398;L2-C09-R - WH1 (N 45);1867804;1869067;1848928;1868410;27/05/2022 10:52;606;00:00:03;Indietro;TGLS_101;2;7;;100;100;5901841;82
27/05/2022 10:52;Satellite2;(50) Uscita;(1) OK;27/05/2022 10:52;1868410;0;;Shuttle2;5901842;5901242;5902442;5901841;27/05/2022 10:52;1;00:00:04;Indietro;TGLS_101;1;7;;100;100;5901841;0
27/05/2022 10:52;Satellite2;(91) Disabilita batteria;(1) OK;27/05/2022 10:52;5901841;0;;Shuttle2;5901842;5901242;5902442;5901841;27/05/2022 10:52;1;00:00:02; ;Unknown;1;1;;99;99;5901841;0
27/05/2022 10:52;Shuttle2;(30) Spostamento;(21) OK silent warning;27/05/2022 10:52;417789;0;;L2-C09-R - WH1 (N 45);417788;400028;426206;403623;27/05/2022 10:52;14165;00:00:13;Avanti;TGLS_201;2;2;;99;99;84257;0
27/05/2022 10:52;Shuttle2;(50) Uscita;(1) OK;27/05/2022 10:52;403623;0;;Lift2;84254;80700;85000;84257;27/05/2022 10:52;3;00:00:07;Avanti;TGLS_201;1;2;;99;99;84257;0
27/05/2022 10:52;Shuttle1;(92) Abilita batteria;(1) OK;27/05/2022 10:52;89052;0;;Lift1;89050;85490;89790;89052;27/05/2022 10:52;2;00:00:01; ;Unknown;1;1;;100;100;89052;0
27/05/2022 10:52;Shuttle2;(20) Deposito con catena;(1) OK;27/05/2022 10:52;84257;486;BECIWMS0525;Lift2;84254;80700;85000;84257;27/05/2022 10:52;3;00:00:07;Indietro;TGLS_202;1;1;;99;99;84257;0
27/05/2022 10:52;Shuttle1;(20) Deposito con catena;(1) OK;27/05/2022 10:52;89052;656;BECIWMS0690;Lift1;89050;85490;89790;89052;27/05/2022 10:52;2;00:00:07;Avanti;TGLS_202;1;1;;100;100;89052;0
27/05/2022 10:51;Shuttle2;(40) Ingresso;(21) OK silent warning;27/05/2022 10:52;84257;0;;Lift2;84254;80700;85000;329883;27/05/2022 10:51;245629;00:00:18;Indietro;TGLS_202;2;2;;99;99;330158;0
27/05/2022 10:51;Shuttle2;(30) Spostamento;(21) OK silent warning;27/05/2022 10:51;329883;0;;;329877;326268;352429;330158;27/05/2022 10:51;281;00:00:05;Indietro;TGLS_202;1;2;;99;99;330158;0
27/05/2022 10:51;Shuttle1;(40) Ingresso;(21) OK silent warning;27/05/2022 10:52;89052;0;;Lift1;89050;85490;89790;129856;27/05/2022 10:51;40806;00:00:24;Indietro;TGLS_202;2;2;;100;100;131814;0
27/05/2022 10:51;Shuttle1;(30) Spostamento;(1) OK;27/05/2022 10:51;129856;0;;;129850;126232;152404;131814;27/05/2022 10:51;1964;00:00:07;Indietro;TGLS_202;1;2;;100;100;131814;0
27/05/2022 10:51;Satellite2;(92) Abilita batteria;(1) OK;27/05/2022 10:51;5901841;0;;Shuttle2;5901842;5901242;5902442;5901841;27/05/2022 10:51;1;00:00:00; ;Unknown;7;7;;100;100;5901839;0
27/05/2022 10:51;Satellite2;(20) Deposito;(1) OK;27/05/2022 10:51;5901841;486;BECIWMS0525;Shuttle2;5901842;5901242;5902442;5901841;27/05/2022 10:51;1;00:00:01; ;TGLS_203;6;7;;100;100;5901839;0
27/05/2022 10:51;Satellite2;(40) Ingresso;(1) OK;27/05/2022 10:51;5901841;486;BECIWMS0525;Shuttle2;5901842;5901242;5902442;1029746;27/05/2022 10:51;4872096;00:00:07;Indietro;TGLS_213;5;7;;100;100;5901839;0
27/05/2022 10:51;Satellite2;(30) Spostamento;(1) OK;27/05/2022 10:51;1029746;486;BECIWMS0525;L1-C01-R - WH2 (N 109);1029740;1029100;1039652;1032291;27/05/2022 10:51;2551;00:00:06;Indietro;TGLS_233;4;7;;100;100;5901839;0
27/05/2022 10:51;Satellite2;(10) Prelievo;(1) OK;27/05/2022 10:51;1032291;486;BECIWMS0525;L1-C01-R - WH2 (N 109);1032291;1029100;1039652;1032291;27/05/2022 10:51;0;00:00:02; ;TGLS_134;3;7;;100;100;5901839;0
27/05/2022 10:51;Satellite2;(30) Spostamento;(1) OK;27/05/2022 10:51;1032291;486;BECIWMS0525;L1-C01-R - WH2 (N 109);1032291;1029100;1039652;1029751;27/05/2022 10:51;2540;00:00:04;Avanti;TGLS_101;2;7;;100;100;5901839;0
27/05/2022 10:51;Satellite2;(50) Uscita;(1) OK;27/05/2022 10:51;1029751;0;;Shuttle2;5901842;5901242;5902442;5901839;27/05/2022 10:51;3;00:00:04;Avanti;TGLS_101;1;7;;100;100;5901839;0
27/05/2022 10:51;Satellite1;(92) Abilita batteria;(1) OK;27/05/2022 10:51;5900609;0;;Shuttle1;5900610;5900010;5901210;5900609;27/05/2022 10:51;1;00:00:00; ;Unknown;7;7;;100;100;5900608;0
27/05/2022 10:51;Satellite1;(20) Deposito;(1) OK;27/05/2022 10:51;5900609;656;BECIWMS0690;Shuttle1;5900610;5900010;5901210;5900609;27/05/2022 10:51;1;00:00:02; ;TGLS_203;6;7;;100;100;5900608;0
27/05/2022 10:51;Satellite1;(40) Ingresso;(1) OK;27/05/2022 10:51;5900609;656;BECIWMS0690;Shuttle1;5900610;5900010;5901210;1148653;27/05/2022 10:51;4751957;00:00:07;Avanti;TGLS_213;5;7;;100;100;5900608;0
27/05/2022 10:51;Satellite1;(30) Spostamento;(1) OK;27/05/2022 10:51;1148653;656;BECIWMS0690;L2-C02-L - WH1 (N 32);1148659;1149297;1140451;1147812;27/05/2022 10:51;847;00:00:03;Avanti;TGLS_223;4;7;;100;100;5900608;0
27/05/2022 10:51;Satellite1;(10) Prelievo;(1) OK;27/05/2022 10:51;1147812;656;BECIWMS0690;L2-C02-L - WH1 (N 32);1147810;1149297;1140451;1147812;27/05/2022 10:51;2;00:00:02; ;TGLS_125;3;7;;100;100;5900608;0
27/05/2022 10:51;Satellite1;(30) Spostamento;(21) OK silent warning;27/05/2022 10:51;1147812;656;BECIWMS0690;L2-C02-L - WH1 (N 32);1147810;1149297;1140451;1148645;27/05/2022 10:51;835;00:00:03;Indietro;TGLS_101;2;7;;100;100;5900608;0
27/05/2022 10:51;Satellite1;(50) Uscita;(1) OK;27/05/2022 10:51;1148645;0;;Shuttle1;5900610;5900010;5901210;5900608;27/05/2022 10:51;2;00:00:04;Indietro;TGLS_101;1;7;;100;100;5900608;0
27/05/2022 10:51;Satellite2;(91) Disabilita batteria;(1) OK;27/05/2022 10:51;5901839;0;;Shuttle2;5901842;5901242;5902442;5901839;27/05/2022 10:51;3;00:00:03; ;Unknown;1;1;;100;100;5901839;0
27/05/2022 10:51;Satellite1;(91) Disabilita batteria;(1) OK;27/05/2022 10:51;5900608;0;;Shuttle1;5900610;5900010;5901210;5900608;27/05/2022 10:51;2;00:00:03; ;Unknown;1;1;;100;100;5900608;0
27/05/2022 10:51;Shuttle2;(30) Spostamento;(21) OK silent warning;27/05/2022 10:51;330158;0;;L1-C01-R - WH2 (N 109);330158;326268;352429;329844;27/05/2022 10:51;314;00:00:09;Avanti;TGLS_201;3;3;;99;99;84252;0
27/05/2022 10:51;Shuttle2;(50) Uscita;(1) OK;27/05/2022 10:51;329844;0;;Lift2;84254;80700;85000;84252;27/05/2022 10:51;2;00:00:06;Avanti;TGLS_201;2;3;;99;99;84252;0
27/05/2022 10:51;Shuttle2;(91) Disabilita batteria;(1) OK;27/05/2022 10:51;84252;0;;Lift2;84254;80700;85000;84252;27/05/2022 10:51;2;00:00:03; ;Unknown;1;3;;99;99;84252;0
27/05/2022 10:50;Shuttle1;(30) Spostamento;(21) OK silent warning;27/05/2022 10:51;131815;0;;L2-C02-L - WH1 (N 32);131815;126232;152404;129847;27/05/2022 10:51;1968;00:00:08;Avanti;TGLS_201;3;3;;99;100;89047;0
27/05/2022 10:50;Shuttle1;(50) Uscita;(1) OK;27/05/2022 10:51;129847;0;;Lift1;89050;85490;89790;89047;27/05/2022 10:50;3;00:00:06;Avanti;TGLS_201;2;3;;99;100;89047;0
27/05/2022 10:50;Shuttle1;(91) Disabilita batteria;(1) OK;27/05/2022 10:50;89047;0;;Lift1;89050;85490;89790;89047;27/05/2022 10:50;3;00:00:02; ;Unknown;1;3;;99;99;89047;0
27/05/2022 10:49;Shuttle1;(92) Abilita batteria;(1) OK;27/05/2022 10:49;89048;0;;Lift1;89050;85490;89790;89047;27/05/2022 10:49;3;00:00:01; ;Unknown;3;3;;99;99;103934;0
27/05/2022 10:49;Shuttle1;(40) Ingresso;(1) OK;27/05/2022 10:49;89047;0;;Lift1;89050;85490;89790;103652;27/05/2022 10:49;14602;00:00:09;Indietro;TGLS_201;2;3;;99;99;103934;0
27/05/2022 10:49;Shuttle1;(30) Spostamento;(1) OK;27/05/2022 10:49;103652;0;;;103646;100031;126191;103934;27/05/2022 10:49;288;00:00:04;Indietro;TGLS_201;1;3;;99;99;103934;0
27/05/2022 10:48;Shuttle2;(92) Abilita batteria;(1) OK;27/05/2022 10:49;84252;0;;Lift2;84254;80700;85000;84252;27/05/2022 10:49;2;00:00:00; ;Unknown;3;3;;100;100;517793;0
27/05/2022 10:48;Shuttle2;(40) Ingresso;(21) OK silent warning;27/05/2022 10:49;84252;0;;Lift2;84254;80700;85000;503659;27/05/2022 10:49;419405;00:00:13;Indietro;TGLS_201;2;3;;100;100;517793;0
27/05/2022 10:48;Shuttle2;(30) Spostamento;(1) OK;27/05/2022 10:49;503659;0;;;503653;500041;526221;517793;27/05/2022 10:48;14140;00:00:10;Indietro;TGLS_201;1;3;;100;100;517793;0
27/05/2022 10:48;Satellite1;(92) Abilita batteria;(1) OK;27/05/2022 10:48;5900608;0;;Shuttle1;5900610;5900010;5901210;5900608;27/05/2022 10:48;2;00:00:01; ;Unknown;1;1;;98;98;5900608;0
27/05/2022 10:47;Satellite1;(40) Ingresso;(1) OK;27/05/2022 10:48;5900608;0;;Shuttle1;5900610;5900010;5901210;1008267;27/05/2022 10:48;4892343;00:00:05;Avanti;TGLS_113;6;6;;99;98;5900611;0
27/05/2022 10:47;Satellite1;(30) Spostamento;(1) OK;27/05/2022 10:48;1008267;0;;L1-C01-L - WH1 (N 3);1008273;1008907;1000078;1001479;27/05/2022 10:48;6794;00:00:05;Avanti;TGLS_123;5;6;;99;99;5900611;0
27/05/2022 10:47;Satellite1;(20) Deposito;(1) OK;27/05/2022 10:48;1001479;1;BECIWMS0050;L1-C01-L - WH1 (N 3);1001478;1008907;1000078;1001479;27/05/2022 10:48;1;00:00:02; ;TGLS_223;4;6;;99;99;5900611;39
27/05/2022 10:47;Satellite1;(30) Spostamento;(1) OK;27/05/2022 10:48;1001479;1;BECIWMS0050;L1-C01-L - WH1 (N 3);1001478;1008907;1000078;1008287;27/05/2022 10:47;6809;00:00:07;Indietro;TGLS_213;3;6;;99;99;5900611;39
27/05/2022 10:47;Satellite1;(50) Uscita;(1) OK;27/05/2022 10:47;1008287;1;BECIWMS0050;Shuttle1;5900610;5900010;5901210;5900611;27/05/2022 10:47;1;00:00:03;Indietro;TGLS_203;2;6;;99;99;5900611;39
27/05/2022 10:47;Satellite1;(10) Prelievo;(1) OK;27/05/2022 10:47;5900611;1;BECIWMS0050;Shuttle1;5900610;5900010;5901210;5900611;27/05/2022 10:47;1;00:00:02; ;TGLS_107;1;6;;99;99;5900611;39
27/05/2022 10:47;Satellite2;(92) Abilita batteria;(1) OK;27/05/2022 10:47;5901839;0;;Shuttle2;5901842;5901242;5902442;5901839;27/05/2022 10:47;3;00:00:02; ;Unknown;1;1;;100;100;5901839;0
27/05/2022 10:47;Shuttle1;(60) Posizionamento con catene;(1) OK;27/05/2022 10:47;103935;1;BECIWMS0050;L1-C01-L - WH1 (N 3);103934;100031;126191;103935;27/05/2022 10:47;1;00:00:03;Indietro;TGLS_202;1;1;;99;99;103935;39
27/05/2022 10:47;Satellite1;(91) Disabilita batteria;(1) OK;27/05/2022 10:47;5900612;0;;Shuttle1;5900610;5900010;5901210;5900612;27/05/2022 10:47;2;00:00:03; ;Unknown;1;1;;99;99;5900612;0
27/05/2022 10:47;Shuttle1;(30) Spostamento;(21) OK silent warning;27/05/2022 10:47;103935;1;BECIWMS0050;L1-C01-L - WH1 (N 3);103934;100031;126191;103648;27/05/2022 10:47;286;00:00:10;Avanti;TGLS_202;2;2;;99;99;89048;39
27/05/2022 10:47;Shuttle1;(50) Uscita;(1) OK;27/05/2022 10:47;103648;1;BECIWMS0050;Lift1;89050;85490;89790;89048;27/05/2022 10:47;2;00:00:07;Avanti;TGLS_202;1;2;;99;99;89048;39
27/05/2022 10:47;Satellite2;(40) Ingresso;(1) OK;27/05/2022 10:47;5901839;0;;Shuttle2;5901842;5901242;5902442;3368277;27/05/2022 10:47;2533565;00:00:05;Avanti;TGLS_113;6;6;;100;100;5901840;0
27/05/2022 10:47;Satellite2;(30) Spostamento;(1) OK;27/05/2022 10:47;3368277;0;;L4-C09-R - WH1 (N 99);3368283;3368931;3348769;3365106;27/05/2022 10:47;3177;00:00:05;Avanti;TGLS_113;5;6;;100;100;5901840;0
27/05/2022 10:47;Satellite2;(20) Deposito;(1) OK;27/05/2022 10:47;3365106;545;BECIWMS0583;L4-C09-R - WH1 (N 99);3365106;3368931;3348769;3365106;27/05/2022 10:47;0;00:00:01; ;TGLS_223;4;6;;100;100;5901840;0
27/05/2022 10:47;Satellite2;(30) Spostamento;(1) OK;27/05/2022 10:47;3365106;545;BECIWMS0583;L4-C09-R - WH1 (N 99);3365106;3368931;3348769;3368273;27/05/2022 10:47;3167;00:00:07;Indietro;TGLS_213;3;6;;100;100;5901840;0
27/05/2022 10:47;Satellite2;(50) Uscita;(1) OK;27/05/2022 10:47;3368273;545;BECIWMS0583;Shuttle2;5901842;5901242;5902442;5901840;27/05/2022 10:47;2;00:00:05;Indietro;TGLS_203;2;6;;100;100;5901840;0
27/05/2022 10:47;Satellite2;(10) Prelievo;(1) OK;27/05/2022 10:47;5901840;545;BECIWMS0583;Shuttle2;5901842;5901242;5902442;5901840;27/05/2022 10:47;2;00:00:02; ;TGLS_107;1;6;;100;100;5901840;0
27/05/2022 10:47;Shuttle2;(60) Posizionamento con catene;(21) OK silent warning;27/05/2022 10:47;517795;545;BECIWMS0583;L4-C09-R - WH1 (N 99);517794;500041;526221;517795;27/05/2022 10:47;1;00:00:06;Indietro;TGLS_202;1;1;;100;100;517795;0
27/05/2022 10:47;Satellite2;(91) Disabilita batteria;(1) OK;27/05/2022 10:47;5901840;0;;Shuttle2;5901842;5901242;5902442;5901840;27/05/2022 10:47;2;00:00:03; ;Unknown;1;1;;100;100;5901840;0
27/05/2022 10:46;Shuttle1;(10) Prelievo con catena;(1) OK;27/05/2022 10:47;89048;1;BECIWMS0050;Lift1;89050;85490;89790;89048;27/05/2022 10:47;2;00:00:08;Avanti;TGLS_201;2;2;;99;99;230076;39
27/05/2022 10:46;Shuttle1;(40) Ingresso;(21) OK silent warning;27/05/2022 10:47;89048;0;;Lift1;89050;85490;89790;230076;27/05/2022 10:46;141026;00:00:15;Indietro;TGLS_201;1;2;;99;99;230076;0
27/05/2022 10:46;Shuttle2;(30) Spostamento;(21) OK silent warning;27/05/2022 10:47;517795;545;BECIWMS0583;L4-C09-R - WH1 (N 99);517794;500041;526221;503624;27/05/2022 10:46;14170;00:00:13;Avanti;TGLS_202;2;2;;100;100;84257;0
27/05/2022 10:46;Shuttle2;(50) Uscita;(1) OK;27/05/2022 10:46;503624;545;BECIWMS0583;Lift2;84254;80700;85000;84257;27/05/2022 10:46;3;00:00:09;Avanti;TGLS_202;1;2;;100;100;84257;0
27/05/2022 10:46;Shuttle1;(30) Spostamento;(21) OK silent warning;27/05/2022 10:46;230076;0;;;230078;226461;252636;248013;27/05/2022 10:46;17935;00:00:17;Indietro;TGLS_201;1;1;;99;99;248013;0
27/05/2022 10:46;Shuttle2;(10) Prelievo con catena;(1) OK;27/05/2022 10:46;84257;545;BECIWMS0583;Lift2;84254;80700;85000;84257;27/05/2022 10:46;3;00:00:09;Indietro;TGLS_201;2;2;;99;100;84257;0
27/05/2022 10:46;Shuttle2;(91) Disabilita batteria;(1) OK;27/05/2022 10:46;84257;0;;Lift2;84254;80700;85000;84257;27/05/2022 10:46;3;00:00:02; ;Unknown;1;2;;99;99;84257;0
27/05/2022 10:46;Satellite1;(92) Abilita batteria;(1) OK;27/05/2022 10:46;5900611;0;;Shuttle1;5900610;5900010;5901210;5900611;27/05/2022 10:46;1;00:00:02; ;Unknown;1;1;;99;99;5900611;0
27/05/2022 10:45;Satellite1;(40) Ingresso;(1) OK;27/05/2022 10:46;5900611;0;;Shuttle1;5900610;5900010;5901210;3448987;27/05/2022 10:46;2451623;00:00:04;Indietro;TGLS_113;6;6;;99;99;5900610;0
27/05/2022 10:45;Satellite1;(30) Spostamento;(1) OK;27/05/2022 10:46;3448987;0;;L4-C11-R - WH1 (N 103);3448981;3448339;3468480;3460183;27/05/2022 10:46;11202;00:00:08;Indietro;TGLS_133;5;6;;99;99;5900610;0
27/05/2022 10:45;Satellite1;(20) Deposito;(1) OK;27/05/2022 10:46;3460183;550;BECIWMS0587;L4-C11-R - WH1 (N 103);3460184;3448339;3468480;3460183;27/05/2022 10:46;1;00:00:01; ;TGLS_233;4;6;;99;99;5900610;0
27/05/2022 10:45;Satellite1;(30) Spostamento;(1) OK;27/05/2022 10:46;3460183;550;BECIWMS0587;L4-C11-R - WH1 (N 103);3460184;3448339;3468480;3448992;27/05/2022 10:46;11192;00:00:10;Avanti;TGLS_213;3;6;;99;99;5900610;0
27/05/2022 10:45;Satellite1;(50) Uscita;(1) OK;27/05/2022 10:46;3448992;550;BECIWMS0587;Shuttle1;5900610;5900010;5901210;5900610;27/05/2022 10:45;0;00:00:04;Avanti;TGLS_203;2;6;;99;99;5900610;0
27/05/2022 10:45;Satellite1;(10) Prelievo;(1) OK;27/05/2022 10:45;5900610;550;BECIWMS0587;Shuttle1;5900610;5900010;5901210;5900610;27/05/2022 10:45;0;00:00:03; ;TGLS_107;1;6;;99;99;5900610;0
