Data\Ora TX;Macchina;Tipo;Risultati;Data\Ora RX;Quota;# PLC;# UDC;Cella;Destinazione;Inizio;Fine;Quota inizio;Data\Ora inizio;Distanza;Durata;Direzione;Stato logico;Indice;Num. missioni;Note;Livello Batteria Tx;Livello Batteria Rx;Valore encoder Tx;Peso UDC
29/05/2022 18:07;Shuttle2;(92) Abilita batteria;(1) OK;29/05/2022 18:07;84257;0;;Lift2;84254;80700;85000;84257;29/05/2022 18:07;3;00:00:01; ;Unknown;1;1;;99;99;84257;0
29/05/2022 18:07;Shuttle2;(20) Deposito con catena;(1) OK;29/05/2022 18:07;84257;679;BECIWMS0705;Lift2;84254;80700;85000;84257;29/05/2022 18:07;3;00:00:07;Indietro;TGLS_202;1;1;;99;99;84257;70
29/05/2022 18:07;Shuttle1;(92) Abilita batteria;(1) OK;29/05/2022 18:07;89049;0;;Lift1;89050;85490;89790;89049;29/05/2022 18:07;1;00:00:01; ;Unknown;3;3;;99;99;130129;0
29/05/2022 18:07;Shuttle1;(40) Ingresso;(1) OK;29/05/2022 18:07;89049;0;;Lift1;89050;85490;89790;129856;29/05/2022 18:07;40806;00:00:09;Indietro;TGLS_201;2;3;;99;99;130129;0
29/05/2022 18:07;Shuttle1;(30) Spostamento;(1) OK;29/05/2022 18:07;129856;0;;;129850;126232;152404;130129;29/05/2022 18:07;279;00:00:03;Indietro;TGLS_201;1;3;;99;99;130129;0
29/05/2022 18:06;Shuttle2;(40) Ingresso;(21) OK silent warning;29/05/2022 18:07;84257;0;;Lift2;84254;80700;85000;429884;29/05/2022 18:06;345630;00:00:18;Indietro;TGLS_202;2;2;;100;99;433510;0
29/05/2022 18:06;Shuttle2;(30) Spostamento;(1) OK;29/05/2022 18:06;429884;0;;;429878;426270;452441;433510;29/05/2022 18:06;3632;00:00:09;Indietro;TGLS_202;1;2;;100;100;433510;0
29/05/2022 18:06;Satellite2;(92) Abilita batteria;(1) OK;29/05/2022 18:06;5901842;0;;Shuttle2;5901842;5901242;5902442;5901842;29/05/2022 18:06;0;00:00:01; ;Unknown;7;7;;99;99;5901840;0
29/05/2022 18:06;Satellite2;(20) Deposito;(1) OK;29/05/2022 18:06;5901842;679;BECIWMS0705;Shuttle2;5901842;5901242;5902442;5901842;29/05/2022 18:06;0;00:00:01; ;TGLS_203;6;7;;99;99;5901840;70
29/05/2022 18:06;Satellite2;(40) Ingresso;(1) OK;29/05/2022 18:06;5901842;679;BECIWMS0705;Shuttle2;5901842;5901242;5902442;2429531;29/05/2022 18:06;3472311;00:00:04;Indietro;TGLS_213;5;7;;99;99;5901840;70
29/05/2022 18:06;Satellite2;(30) Spostamento;(1) OK;29/05/2022 18:06;2429531;679;BECIWMS0705;L3-C03-R - WH2 (N 143);2429525;2428889;2439426;2438872;29/05/2022 18:06;9347;00:00:06;Indietro;TGLS_233;4;7;;99;99;5901840;70
29/05/2022 18:06;Satellite2;(10) Prelievo;(1) OK;29/05/2022 18:06;2438872;679;BECIWMS0705;L3-C03-R - WH2 (N 143);2438874;2428889;2439426;2438872;29/05/2022 18:06;2;00:00:02; ;TGLS_134;3;7;;99;99;5901840;70
29/05/2022 18:06;Satellite2;(30) Spostamento;(1) OK;29/05/2022 18:06;2438872;679;BECIWMS0705;L3-C03-R - WH2 (N 143);2438874;2428889;2439426;2429547;29/05/2022 18:06;9327;00:00:07;Avanti;TGLS_101;2;7;;99;99;5901840;70
29/05/2022 18:06;Satellite2;(50) Uscita;(1) OK;29/05/2022 18:06;2429547;0;;Shuttle2;5901842;5901242;5902442;5901840;29/05/2022 18:06;2;00:00:04;Avanti;TGLS_101;1;7;;99;99;5901840;0
29/05/2022 18:06;Satellite2;(91) Disabilita batteria;(1) OK;29/05/2022 18:06;5901840;0;;Shuttle2;5901842;5901242;5902442;5901840;29/05/2022 18:06;2;00:00:02; ;Unknown;1;1;;99;99;5901840;0
29/05/2022 18:06;Satellite1;(92) Abilita batteria;(1) OK;29/05/2022 18:06;5900613;0;;Shuttle1;5900610;5900010;5901210;5900613;29/05/2022 18:06;3;00:00:01; ;Unknown;1;1;;99;99;5900613;0
29/05/2022 18:06;Shuttle2;(30) Spostamento;(21) OK silent warning;29/05/2022 18:06;433510;0;;L3-C03-R - WH2 (N 143);433509;426270;452441;429849;29/05/2022 18:06;3660;00:00:09;Avanti;TGLS_201;3;3;;100;100;84257;0
29/05/2022 18:06;Shuttle2;(50) Uscita;(1) OK;29/05/2022 18:06;429849;0;;Lift2;84254;80700;85000;84257;29/05/2022 18:06;3;00:00:06;Avanti;TGLS_201;2;3;;100;100;84257;0
29/05/2022 18:06;Shuttle2;(91) Disabilita batteria;(1) OK;29/05/2022 18:06;84257;0;;Lift2;84254;80700;85000;84257;29/05/2022 18:06;3;00:00:02; ;Unknown;1;3;;100;100;84257;0
29/05/2022 18:05;Satellite1;(40) Ingresso;(1) OK;29/05/2022 18:06;5900613;0;;Shuttle1;5900610;5900010;5901210;1053428;29/05/2022 18:05;4847182;00:00:04;Indietro;TGLS_113;6;6;;99;99;5900613;0
29/05/2022 18:05;Satellite1;(30) Spostamento;(1) OK;29/05/2022 18:05;1053428;0;;L2-C01-R - WH1 (N 29);1053422;1052792;1072929;1056972;29/05/2022 18:05;3550;00:00:05;Indietro;TGLS_133;5;6;;99;99;5900613;0
29/05/2022 18:05;Satellite1;(20) Deposito;(1) OK;29/05/2022 18:05;1056972;92;BECIWMS0145;L2-C01-R - WH1 (N 29);1056973;1052792;1072929;1056972;29/05/2022 18:05;1;00:00:02; ;TGLS_233;4;6;;99;99;5900613;0
29/05/2022 18:05;Satellite1;(30) Spostamento;(1) OK;29/05/2022 18:05;1056972;92;BECIWMS0145;L2-C01-R - WH1 (N 29);1056973;1052792;1072929;1053502;29/05/2022 18:05;3471;00:00:07;Avanti;TGLS_213;3;6;;99;99;5900613;0
29/05/2022 18:05;Satellite1;(50) Uscita;(1) OK;29/05/2022 18:05;1053502;92;BECIWMS0145;Shuttle1;5900610;5900010;5901210;5900613;29/05/2022 18:05;3;00:00:04;Avanti;TGLS_203;2;6;;99;99;5900613;0
29/05/2022 18:05;Satellite1;(10) Prelievo;(1) OK;29/05/2022 18:05;5900613;92;BECIWMS0145;Shuttle1;5900610;5900010;5901210;5900613;29/05/2022 18:05;3;00:00:03; ;TGLS_107;1;6;;99;99;5900613;0
29/05/2022 18:05;Shuttle1;(60) Posizionamento con catene;(21) OK silent warning;29/05/2022 18:05;130128;92;BECIWMS0145;L2-C01-R - WH1 (N 29);130127;126232;152404;130128;29/05/2022 18:05;1;00:00:06;Avanti;TGLS_202;1;1;;100;100;130128;0
29/05/2022 18:05;Satellite1;(91) Disabilita batteria;(1) OK;29/05/2022 18:05;5900613;0;;Shuttle1;5900610;5900010;5901210;5900613;29/05/2022 18:05;3;00:00:03; ;Unknown;1;1;;99;99;5900613;0
29/05/2022 18:05;Shuttle1;(30) Spostamento;(21) OK silent warning;29/05/2022 18:05;130128;92;BECIWMS0145;L2-C01-R - WH1 (N 29);130127;126232;152404;129842;29/05/2022 18:05;285;00:00:05;Avanti;TGLS_202;2;2;;100;100;89051;0
29/05/2022 18:05;Shuttle1;(50) Uscita;(1) OK;29/05/2022 18:05;129842;92;BECIWMS0145;Lift1;89050;85490;89790;89051;29/05/2022 18:05;1;00:00:09;Avanti;TGLS_202;1;2;;100;100;89051;0
29/05/2022 18:04;Shuttle1;(10) Prelievo con catena;(1) OK;29/05/2022 18:05;89051;92;BECIWMS0145;Lift1;89050;85490;89790;89051;29/05/2022 18:05;1;00:00:09;Avanti;TGLS_201;2;2;;100;100;89051;0
29/05/2022 18:04;Shuttle1;(91) Disabilita batteria;(1) OK;29/05/2022 18:05;89051;0;;Lift1;89050;85490;89790;89051;29/05/2022 18:04;1;00:00:02; ;Unknown;1;2;;100;100;89051;0
29/05/2022 17:51;Shuttle1;(92) Abilita batteria;(1) OK;29/05/2022 17:52;89051;0;;Lift1;89050;85490;89790;89051;29/05/2022 17:52;1;00:00:01; ;Unknown;3;3;;98;98;105606;0
29/05/2022 17:51;Shuttle1;(40) Ingresso;(21) OK silent warning;29/05/2022 17:52;89051;0;;Lift1;89050;85490;89790;103649;29/05/2022 17:51;14599;00:00:12;Indietro;TGLS_201;2;3;;98;98;105606;0
29/05/2022 17:51;Shuttle1;(30) Spostamento;(1) OK;29/05/2022 17:51;103649;0;;;103646;100031;126191;105606;29/05/2022 17:51;1960;00:00:05;Indietro;TGLS_201;1;3;;98;98;105606;0
29/05/2022 17:51;Shuttle2;(92) Abilita batteria;(1) OK;29/05/2022 17:51;84257;0;;Lift2;84254;80700;85000;84257;29/05/2022 17:51;3;00:00:01; ;Unknown;1;1;;98;98;84257;0
29/05/2022 17:51;Shuttle2;(20) Deposito con catena;(1) OK;29/05/2022 17:51;84257;92;BECIWMS0145;Lift2;84254;80700;85000;84257;29/05/2022 17:51;3;00:00:06;Indietro;TGLS_202;1;1;;98;98;84257;0
29/05/2022 17:50;Satellite1;(92) Abilita batteria;(1) OK;29/05/2022 17:50;5900612;0;;Shuttle1;5900610;5900010;5901210;5900612;29/05/2022 17:50;2;00:00:02; ;Unknown;1;1;;98;98;5900612;0
29/05/2022 17:50;Shuttle2;(40) Ingresso;(21) OK silent warning;29/05/2022 17:51;84257;0;;Lift2;84254;80700;85000;403655;29/05/2022 17:50;319401;00:00:17;Indietro;TGLS_202;2;2;;98;98;403930;0
29/05/2022 17:50;Shuttle2;(30) Spostamento;(21) OK silent warning;29/05/2022 17:50;403655;0;;;403649;400028;426206;403930;29/05/2022 17:50;281;00:00:05;Indietro;TGLS_202;1;2;;98;98;403930;0
29/05/2022 17:50;Satellite2;(92) Abilita batteria;(1) OK;29/05/2022 17:50;5901839;0;;Shuttle2;5901842;5901242;5902442;5901839;29/05/2022 17:50;3;00:00:01; ;Unknown;7;7;;97;97;5901839;0
29/05/2022 17:50;Satellite2;(20) Deposito;(1) OK;29/05/2022 17:50;5901839;92;BECIWMS0145;Shuttle2;5901842;5901242;5902442;5901839;29/05/2022 17:50;3;00:00:02; ;TGLS_203;6;7;;97;97;5901839;0
29/05/2022 17:50;Satellite2;(40) Ingresso;(1) OK;29/05/2022 17:50;5901839;92;BECIWMS0145;Shuttle2;5901842;5901242;5902442;1072292;29/05/2022 17:50;4829550;00:00:05;Avanti;TGLS_213;5;7;;97;97;5901839;0
29/05/2022 17:50;Satellite2;(30) Spostamento;(1) OK;29/05/2022 17:50;1072292;92;BECIWMS0145;L2-C01-R - WH1 (N 29);1072296;1072929;1052792;1066565;29/05/2022 17:50;5731;00:00:09;Avanti;TGLS_213;4;7;;97;97;5901839;0
29/05/2022 17:50;Satellite2;(10) Prelievo;(1) OK;29/05/2022 17:50;1066565;92;BECIWMS0145;L2-C01-R - WH1 (N 29);1066563;1072929;1052792;1066565;29/05/2022 17:50;2;00:00:02; ;TGLS_125;3;7;;97;97;5901839;0
29/05/2022 17:50;Satellite2;(30) Spostamento;(1) OK;29/05/2022 17:50;1066565;92;BECIWMS0145;L2-C01-R - WH1 (N 29);1066563;1072929;1052792;1072193;29/05/2022 17:50;5630;00:00:05;Indietro;TGLS_101;2;7;;97;97;5901839;0
29/05/2022 17:50;Satellite2;(50) Uscita;(1) OK;29/05/2022 17:50;1072193;0;;Shuttle2;5901842;5901242;5902442;5901839;29/05/2022 17:50;3;00:00:04;Indietro;TGLS_101;1;7;;97;97;5901839;0
29/05/2022 17:50;Satellite1;(40) Ingresso;(1) OK;29/05/2022 17:50;5900612;0;;Shuttle1;5900610;5900010;5901210;1109725;29/05/2022 17:50;4790885;00:00:04;Indietro;TGLS_113;6;6;;98;98;5900613;0
29/05/2022 17:50;Satellite1;(30) Spostamento;(1) OK;29/05/2022 17:50;1109725;0;;L1-C02-R - WH1 (N 4);1109720;1109078;1129237;1128600;29/05/2022 17:50;18880;00:00:11;Indietro;TGLS_133;5;6;;98;98;5900613;0
29/05/2022 17:50;Satellite1;(20) Deposito;(1) OK;29/05/2022 17:50;1128600;159;BECIWMS0196;L1-C02-R - WH1 (N 4);1128602;1109078;1129237;1128600;29/05/2022 17:50;2;00:00:02; ;TGLS_233;4;6;;98;98;5900613;55
29/05/2022 17:50;Satellite1;(30) Spostamento;(1) OK;29/05/2022 17:50;1128600;159;BECIWMS0196;L1-C02-R - WH1 (N 4);1128602;1109078;1129237;1109746;29/05/2022 17:50;18856;00:00:12;Avanti;TGLS_213;3;6;;98;98;5900613;55
29/05/2022 17:50;Satellite1;(50) Uscita;(1) OK;29/05/2022 17:50;1109746;159;BECIWMS0196;Shuttle1;5900610;5900010;5901210;5900613;29/05/2022 17:50;3;00:00:03;Avanti;TGLS_203;2;6;;98;98;5900613;55
29/05/2022 17:50;Satellite1;(10) Prelievo;(1) OK;29/05/2022 17:50;5900613;159;BECIWMS0196;Shuttle1;5900610;5900010;5901210;5900613;29/05/2022 17:50;3;00:00:03; ;TGLS_107;1;6;;98;98;5900613;55
29/05/2022 17:50;Shuttle1;(60) Posizionamento con catene;(21) OK silent warning;29/05/2022 17:50;105606;159;BECIWMS0196;L1-C02-R - WH1 (N 4);105605;100031;126191;105606;29/05/2022 17:50;1;00:00:06;Avanti;TGLS_202;1;1;;99;99;105606;55
29/05/2022 17:49;Satellite2;(91) Disabilita batteria;(1) OK;29/05/2022 17:50;5901839;0;;Shuttle2;5901842;5901242;5902442;5901839;29/05/2022 17:49;3;00:00:03; ;Unknown;1;1;;97;97;5901839;0
29/05/2022 17:49;Satellite1;(91) Disabilita batteria;(1) OK;29/05/2022 17:49;5900613;0;;Shuttle1;5900610;5900010;5901210;5900613;29/05/2022 17:49;3;00:00:02; ;Unknown;1;1;;98;98;5900613;0
29/05/2022 17:49;Shuttle2;(30) Spostamento;(21) OK silent warning;29/05/2022 17:50;403930;0;;L2-C01-R - WH1 (N 29);403930;400028;426206;403620;29/05/2022 17:50;310;00:00:09;Avanti;TGLS_201;3;3;;98;98;84257;0
29/05/2022 17:49;Shuttle2;(50) Uscita;(1) OK;29/05/2022 17:50;403620;0;;Lift2;84254;80700;85000;84257;29/05/2022 17:49;3;00:00:06;Avanti;TGLS_201;2;3;;98;98;84257;0
29/05/2022 17:49;Shuttle2;(91) Disabilita batteria;(1) OK;29/05/2022 17:49;84257;0;;Lift2;84254;80700;85000;84257;29/05/2022 17:49;3;00:00:02; ;Unknown;1;3;;98;98;84257;0
29/05/2022 17:49;Shuttle1;(30) Spostamento;(21) OK silent warning;29/05/2022 17:50;105606;159;BECIWMS0196;L1-C02-R - WH1 (N 4);105605;100031;126191;103639;29/05/2022 17:49;1966;00:00:07;Avanti;TGLS_202;2;2;;99;99;89049;55
29/05/2022 17:49;Shuttle1;(50) Uscita;(1) OK;29/05/2022 17:49;103639;159;BECIWMS0196;Lift1;89050;85490;89790;89049;29/05/2022 17:49;1;00:00:07;Avanti;TGLS_202;1;2;;99;99;89049;55
29/05/2022 17:49;Shuttle1;(10) Prelievo con catena;(1) OK;29/05/2022 17:49;89049;159;BECIWMS0196;Lift1;89050;85490;89790;89049;29/05/2022 17:49;1;00:00:09;Avanti;TGLS_201;2;2;;99;99;89049;55
29/05/2022 17:49;Shuttle1;(91) Disabilita batteria;(1) OK;29/05/2022 17:49;89049;0;;Lift1;89050;85490;89790;89049;29/05/2022 17:49;1;00:00:02; ;Unknown;1;2;;99;99;89049;0
29/05/2022 17:19;Shuttle1;(92) Abilita batteria;(1) OK;29/05/2022 17:19;89049;0;;Lift1;89050;85490;89790;89049;29/05/2022 17:19;1;00:00:01; ;Unknown;3;3;;100;100;136831;0
29/05/2022 17:19;Shuttle1;(40) Ingresso;(21) OK silent warning;29/05/2022 17:19;89049;0;;Lift1;89050;85490;89790;129856;29/05/2022 17:19;40806;00:00:12;Indietro;TGLS_201;2;3;;100;100;136831;0
29/05/2022 17:19;Shuttle1;(30) Spostamento;(1) OK;29/05/2022 17:19;129856;0;;;129850;126232;152404;136831;29/05/2022 17:19;6981;00:00:09;Indietro;TGLS_201;1;3;;100;100;136831;0
29/05/2022 17:18;Satellite1;(92) Abilita batteria;(1) OK;29/05/2022 17:18;5900613;0;;Shuttle1;5900610;5900010;5901210;5900613;29/05/2022 17:18;3;00:00:01; ;Unknown;1;1;;99;99;5900613;0
29/05/2022 17:17;Satellite1;(40) Ingresso;(1) OK;29/05/2022 17:18;5900613;0;;Shuttle1;5900610;5900010;5901210;1449655;29/05/2022 17:18;4450955;00:00:04;Indietro;TGLS_113;6;6;;99;99;5900612;0
29/05/2022 17:17;Satellite1;(30) Spostamento;(1) OK;29/05/2022 17:18;1449655;0;;L2-C05-R - WH1 (N 37);1449652;1449021;1469167;1458311;29/05/2022 17:18;8659;00:00:06;Indietro;TGLS_133;5;6;;99;99;5900612;0
29/05/2022 17:17;Satellite1;(20) Deposito;(1) OK;29/05/2022 17:18;1458311;228;BECIWMS0392;L2-C05-R - WH1 (N 37);1458314;1449021;1469167;1458311;29/05/2022 17:18;3;00:00:02; ;TGLS_233;4;6;;99;99;5900612;54
29/05/2022 17:17;Satellite1;(30) Spostamento;(1) OK;29/05/2022 17:18;1458311;228;BECIWMS0392;L2-C05-R - WH1 (N 37);1458314;1449021;1469167;1449687;29/05/2022 17:18;8627;00:00:07;Avanti;TGLS_213;3;6;;99;99;5900612;54
29/05/2022 17:17;Satellite1;(50) Uscita;(1) OK;29/05/2022 17:18;1449687;228;BECIWMS0392;Shuttle1;5900610;5900010;5901210;5900612;29/05/2022 17:18;2;00:00:03;Avanti;TGLS_203;2;6;;99;99;5900612;54
29/05/2022 17:17;Satellite1;(10) Prelievo;(1) OK;29/05/2022 17:18;5900612;228;BECIWMS0392;Shuttle1;5900610;5900010;5901210;5900612;29/05/2022 17:17;2;00:00:02; ;TGLS_107;1;6;;99;99;5900612;54
29/05/2022 17:17;Shuttle1;(60) Posizionamento con catene;(21) OK silent warning;29/05/2022 17:17;136830;228;BECIWMS0392;L2-C05-R - WH1 (N 37);136832;126232;152404;136830;29/05/2022 17:17;2;00:00:06;Avanti;TGLS_202;1;1;;100;100;136830;54
29/05/2022 17:17;Satellite1;(91) Disabilita batteria;(1) OK;29/05/2022 17:17;5900612;0;;Shuttle1;5900610;5900010;5901210;5900612;29/05/2022 17:17;2;00:00:02; ;Unknown;1;1;;99;99;5900612;0
29/05/2022 17:17;Shuttle1;(30) Spostamento;(1) OK;29/05/2022 17:17;136830;228;BECIWMS0392;L2-C05-R - WH1 (N 37);136832;126232;152404;129842;29/05/2022 17:17;6990;00:00:10;Avanti;TGLS_202;2;2;;100;100;89053;54
29/05/2022 17:17;Shuttle1;(50) Uscita;(1) OK;29/05/2022 17:17;129842;228;BECIWMS0392;Lift1;89050;85490;89790;89053;29/05/2022 17:17;3;00:00:06;Avanti;TGLS_202;1;2;;100;100;89053;54
29/05/2022 17:17;Shuttle1;(10) Prelievo con catena;(1) OK;29/05/2022 17:17;89053;228;BECIWMS0392;Lift1;89050;85490;89790;89053;29/05/2022 17:17;3;00:00:09;Avanti;TGLS_201;2;2;;99;100;89053;54
29/05/2022 17:17;Shuttle1;(91) Disabilita batteria;(1) OK;29/05/2022 17:17;89053;0;;Lift1;89050;85490;89790;89053;29/05/2022 17:17;3;00:00:02; ;Unknown;1;2;;99;100;89053;0
29/05/2022 17:16;Shuttle1;(92) Abilita batteria;(1) OK;29/05/2022 17:16;89053;0;;Lift1;89050;85490;89790;89053;29/05/2022 17:16;3;00:00:01; ;Unknown;1;1;;99;99;89053;0
29/05/2022 17:16;Shuttle1;(20) Deposito con catena;(1) OK;29/05/2022 17:16;89053;159;BECIWMS0196;Lift1;89050;85490;89790;89053;29/05/2022 17:16;3;00:00:06;Avanti;TGLS_202;1;1;;100;100;89053;55
29/05/2022 17:15;Shuttle1;(40) Ingresso;(21) OK silent warning;29/05/2022 17:16;89053;0;;Lift1;89050;85490;89790;103652;29/05/2022 17:15;14602;00:00:19;Indietro;TGLS_202;2;2;;100;100;105605;0
29/05/2022 17:15;Shuttle1;(30) Spostamento;(1) OK;29/05/2022 17:15;103652;0;;;103646;100031;126191;105605;29/05/2022 17:15;1959;00:00:06;Indietro;TGLS_202;1;2;;100;100;105605;0
29/05/2022 17:15;Satellite1;(92) Abilita batteria;(1) OK;29/05/2022 17:15;5900612;0;;Shuttle1;5900610;5900010;5901210;5900612;29/05/2022 17:15;2;00:00:01; ;Unknown;7;7;;99;99;5900612;0
29/05/2022 17:15;Satellite1;(20) Deposito;(1) OK;29/05/2022 17:15;5900612;159;BECIWMS0196;Shuttle1;5900610;5900010;5901210;5900612;29/05/2022 17:15;2;00:00:02; ;TGLS_203;6;7;;99;99;5900612;55
29/05/2022 17:15;Satellite1;(40) Ingresso;(1) OK;29/05/2022 17:15;5900612;159;BECIWMS0196;Shuttle1;5900610;5900010;5901210;1109722;29/05/2022 17:15;4790888;00:00:04;Indietro;TGLS_213;5;7;;99;99;5900612;55
29/05/2022 17:15;Satellite1;(30) Spostamento;(1) OK;29/05/2022 17:15;1109722;159;BECIWMS0196;L1-C02-R - WH1 (N 4);1109720;1109078;1129237;1128598;29/05/2022 17:15;18878;00:00:12;Indietro;TGLS_233;4;7;;99;99;5900612;55
29/05/2022 17:15;Satellite1;(10) Prelievo;(1) OK;29/05/2022 17:15;1128598;159;BECIWMS0196;L1-C02-R - WH1 (N 4);1128600;1109078;1129237;1128598;29/05/2022 17:15;2;00:00:02; ;TGLS_134;3;7;;99;99;5900612;55
29/05/2022 17:15;Satellite1;(30) Spostamento;(1) OK;29/05/2022 17:15;1128598;159;BECIWMS0196;L1-C02-R - WH1 (N 4);1128600;1109078;1129237;1109745;29/05/2022 17:15;18855;00:00:11;Avanti;TGLS_101;2;7;;99;99;5900612;55
29/05/2022 17:15;Satellite1;(50) Uscita;(1) OK;29/05/2022 17:15;1109745;0;;Shuttle1;5900610;5900010;5901210;5900612;29/05/2022 17:15;2;00:00:04;Avanti;TGLS_101;1;7;;99;99;5900612;0
29/05/2022 17:14;Satellite1;(91) Disabilita batteria;(1) OK;29/05/2022 17:15;5900613;0;;Shuttle1;5900610;5900010;5901210;5900613;29/05/2022 17:14;3;00:00:03; ;Unknown;1;1;;100;99;5900613;0
29/05/2022 17:14;Shuttle1;(30) Spostamento;(21) OK silent warning;29/05/2022 17:15;105605;0;;L1-C02-R - WH1 (N 4);105605;100031;126191;103639;29/05/2022 17:15;1966;00:00:07;Avanti;TGLS_201;3;3;;100;100;89049;0
29/05/2022 17:14;Shuttle1;(50) Uscita;(1) OK;29/05/2022 17:15;103639;0;;Lift1;89050;85490;89790;89049;29/05/2022 17:14;1;00:00:06;Avanti;TGLS_201;2;3;;100;100;89049;0
29/05/2022 17:14;Shuttle1;(91) Disabilita batteria;(1) OK;29/05/2022 17:14;89049;0;;Lift1;89050;85490;89790;89049;29/05/2022 17:14;1;00:00:02; ;Unknown;1;3;;100;100;89049;0
29/05/2022 17:06;Shuttle1;(92) Abilita batteria;(1) OK;29/05/2022 17:06;89049;0;;Lift1;89050;85490;89790;89049;29/05/2022 17:06;1;00:00:01; ;Unknown;3;3;;99;99;103930;0
29/05/2022 17:06;Shuttle1;(40) Ingresso;(1) OK;29/05/2022 17:06;89049;0;;Lift1;89050;85490;89790;103652;29/05/2022 17:06;14602;00:00:09;Indietro;TGLS_201;2;3;;99;99;103930;0
29/05/2022 17:06;Shuttle1;(30) Spostamento;(1) OK;29/05/2022 17:06;103652;0;;;103646;100031;126191;103930;29/05/2022 17:06;284;00:00:03;Indietro;TGLS_201;1;3;;99;99;103930;0
29/05/2022 17:05;Satellite1;(92) Abilita batteria;(1) OK;29/05/2022 17:05;5900612;0;;Shuttle1;5900610;5900010;5901210;5900612;29/05/2022 17:05;2;00:00:01; ;Unknown;1;1;;99;99;5900612;0
29/05/2022 17:05;Satellite1;(40) Ingresso;(1) OK;29/05/2022 17:05;5900612;0;;Shuttle1;5900610;5900010;5901210;1009585;29/05/2022 17:05;4891025;00:00:03;Indietro;TGLS_113;6;6;;99;99;5900613;0
29/05/2022 17:05;Satellite1;(30) Spostamento;(1) OK;29/05/2022 17:05;1009585;0;;L1-C01-R - WH1 (N 2);1009581;1008941;1029057;1019904;29/05/2022 17:05;10323;00:00:07;Indietro;TGLS_133;5;6;;99;99;5900613;0
29/05/2022 17:05;Satellite1;(20) Deposito;(1) OK;29/05/2022 17:05;1019904;68;BECIWMS0089;L1-C01-R - WH1 (N 2);1019906;1008941;1029057;1019904;29/05/2022 17:05;2;00:00:02; ;TGLS_233;4;6;;99;99;5900613;0
29/05/2022 17:05;Satellite1;(30) Spostamento;(1) OK;29/05/2022 17:05;1019904;68;BECIWMS0089;L1-C01-R - WH1 (N 2);1019906;1008941;1029057;1009640;29/05/2022 17:05;10266;00:00:09;Avanti;TGLS_213;3;6;;99;99;5900613;0
29/05/2022 17:05;Satellite1;(50) Uscita;(1) OK;29/05/2022 17:05;1009640;68;BECIWMS0089;Shuttle1;5900610;5900010;5901210;5900613;29/05/2022 17:05;3;00:00:05;Avanti;TGLS_203;2;6;;99;99;5900613;0
29/05/2022 17:05;Satellite1;(10) Prelievo;(1) OK;29/05/2022 17:05;5900613;68;BECIWMS0089;Shuttle1;5900610;5900010;5901210;5900613;29/05/2022 17:05;3;00:00:02; ;TGLS_107;1;6;;99;99;5900613;0
29/05/2022 17:04;Shuttle1;(60) Posizionamento con catene;(21) OK silent warning;29/05/2022 17:05;103930;68;BECIWMS0089;L1-C01-R - WH1 (N 2);103929;100031;126191;103930;29/05/2022 17:04;1;00:00:06;Avanti;TGLS_202;1;1;;100;100;103930;0
29/05/2022 17:04;Satellite1;(91) Disabilita batteria;(1) OK;29/05/2022 17:04;5900613;0;;Shuttle1;5900610;5900010;5901210;5900613;29/05/2022 17:04;3;00:00:02; ;Unknown;1;1;;99;99;5900613;0
29/05/2022 17:04;Shuttle1;(30) Spostamento;(21) OK silent warning;29/05/2022 17:04;103930;68;BECIWMS0089;L1-C01-R - WH1 (N 2);103929;100031;126191;103636;29/05/2022 17:04;293;00:00:05;Avanti;TGLS_202;2;2;;100;100;89048;0
29/05/2022 17:04;Shuttle1;(50) Uscita;(1) OK;29/05/2022 17:04;103636;68;BECIWMS0089;Lift1;89050;85490;89790;89048;29/05/2022 17:04;2;00:00:09;Avanti;TGLS_202;1;2;;100;100;89048;0
29/05/2022 17:04;Shuttle1;(10) Prelievo con catena;(1) OK;29/05/2022 17:04;89048;68;BECIWMS0089;Lift1;89050;85490;89790;89048;29/05/2022 17:04;2;00:00:09;Avanti;TGLS_201;2;2;;100;100;89048;0
29/05/2022 17:04;Shuttle1;(91) Disabilita batteria;(1) OK;29/05/2022 17:04;89048;0;;Lift1;89050;85490;89790;89048;29/05/2022 17:04;2;00:00:02; ;Unknown;1;2;;100;100;89048;0
29/05/2022 17:02;Shuttle2;(92) Abilita batteria;(1) OK;29/05/2022 17:02;84257;0;;Lift2;84254;80700;85000;84257;29/05/2022 17:02;3;00:00:01; ;Unknown;1;1;;99;99;84257;0
29/05/2022 17:02;Shuttle2;(20) Deposito con catena;(1) OK;29/05/2022 17:02;84257;228;BECIWMS0392;Lift2;84254;80700;85000;84257;29/05/2022 17:02;3;00:00:06;Indietro;TGLS_202;1;1;;99;99;84257;54
29/05/2022 17:02;Shuttle2;(40) Ingresso;(21) OK silent warning;29/05/2022 17:02;84257;0;;Lift2;84254;80700;85000;403655;29/05/2022 17:02;319401;00:00:17;Indietro;TGLS_202;2;2;;100;99;410639;0
29/05/2022 17:02;Shuttle2;(30) Spostamento;(21) OK silent warning;29/05/2022 17:02;403655;0;;;403649;400028;426206;410639;29/05/2022 17:02;6990;00:00:15;Indietro;TGLS_202;1;2;;100;100;410639;0
