ID_Commissione;Data\Ora TX;Macchina;Tipo;Risultati;Data\Ora RX;Quota;# PLC;# UDC;Cella;Destinazione;Inizio;Fine;Quota inizio;Data\Ora inizio;Distanza;Durata;Direzione;Stato logico;Indice;Num. missioni;Note;Livello Batteria Tx;Livello Batteria Rx;Valore encoder Tx;Peso UDC
1;2022-05-29 18:07:00;Shuttle2;(92) Abilita batteria;(1) OK;2022-05-29 18:07:00;84257;0;;Lift2;84254;80700;85000;84257;2022-05-29 18:07:00;3;00:00:01; ;Unknown;1;1;;99;99;84257;0
1;2022-05-29 18:07:00;Shuttle2;(20) Deposito con catena;(1) OK;2022-05-29 18:07:00;84257;679;BECIWMS0705;Lift2;84254;80700;85000;84257;2022-05-29 18:07:00;3;00:00:07;Indietro;TGLS_202;1;1;;99;99;84257;70
1;2022-05-29 18:07:00;Shuttle1;(92) Abilita batteria;(1) OK;2022-05-29 18:07:00;89049;0;;Lift1;89050;85490;89790;89049;2022-05-29 18:07:00;1;00:00:01; ;Unknown;3;3;;99;99;130129;0
1;2022-05-29 18:07:00;Shuttle1;(40) Ingresso;(1) OK;2022-05-29 18:07:00;89049;0;;Lift1;89050;85490;89790;129856;2022-05-29 18:07:00;40806;00:00:09;Indietro;TGLS_201;2;3;;99;99;130129;0
1;2022-05-29 18:07:00;Shuttle1;(30) Spostamento;(1) OK;2022-05-29 18:07:00;129856;0;;;129850;126232;152404;130129;2022-05-29 18:07:00;279;00:00:03;Indietro;TGLS_201;1;3;;99;99;130129;0
1;2022-05-29 18:06:00;Shuttle2;(40) Ingresso;(21) OK silent warning;2022-05-29 18:07:00;84257;0;;Lift2;84254;80700;85000;429884;2022-05-29 18:06:00;345630;00:00:18;Indietro;TGLS_202;2;2;;100;99;433510;0
1;2022-05-29 18:06:00;Shuttle2;(30) Spostamento;(1) OK;2022-05-29 18:06:00;429884;0;;;429878;426270;452441;433510;2022-05-29 18:06:00;3632;00:00:09;Indietro;TGLS_202;1;2;;100;100;433510;0
1;2022-05-29 18:06:00;Satellite2;(92) Abilita batteria;(1) OK;2022-05-29 18:06:00;5901842;0;;Shuttle2;5901842;5901242;5902442;5901842;2022-05-29 18:06:00;0;00:00:01; ;Unknown;7;7;;99;99;5901840;0
1;2022-05-29 18:06:00;Satellite2;(20) Deposito;(1) OK;2022-05-29 18:06:00;5901842;679;BECIWMS0705;Shuttle2;5901842;5901242;5902442;5901842;2022-05-29 18:06:00;0;00:00:01; ;TGLS_203;6;7;;99;99;5901840;70
1;2022-05-29 18:06:00;Satellite2;(40) Ingresso;(1) OK;2022-05-29 18:06:00;5901842;679;BECIWMS0705;Shuttle2;5901842;5901242;5902442;2429531;2022-05-29 18:06:00;3472311;00:00:04;Indietro;TGLS_213;5;7;;99;99;5901840;70
1;2022-05-29 18:06:00;Satellite2;(30) Spostamento;(1) OK;2022-05-29 18:06:00;2429531;679;BECIWMS0705;L3-C03-R - WH2 (N 143);2429525;2428889;2439426;2438872;2022-05-29 18:06:00;9347;00:00:06;Indietro;TGLS_233;4;7;;99;99;5901840;70
1;2022-05-29 18:06:00;Satellite2;(10) Prelievo;(1) OK;2022-05-29 18:06:00;2438872;679;BECIWMS0705;L3-C03-R - WH2 (N 143);2438874;2428889;2439426;2438872;2022-05-29 18:06:00;2;00:00:02; ;TGLS_134;3;7;;99;99;5901840;70
1;2022-05-29 18:06:00;Satellite2;(30) Spostamento;(1) OK;2022-05-29 18:06:00;2438872;679;BECIWMS0705;L3-C03-R - WH2 (N 143);2438874;2428889;2439426;2429547;2022-05-29 18:06:00;9327;00:00:07;Avanti;TGLS_101;2;7;;99;99;5901840;70
1;2022-05-29 18:06:00;Satellite2;(50) Uscita;(1) OK;2022-05-29 18:06:00;2429547;0;;Shuttle2;5901842;5901242;5902442;5901840;2022-05-29 18:06:00;2;00:00:04;Avanti;TGLS_101;1;7;;99;99;5901840;0
1;2022-05-29 18:06:00;Satellite2;(91) Disabilita batteria;(1) OK;2022-05-29 18:06:00;5901840;0;;Shuttle2;5901842;5901242;5902442;5901840;2022-05-29 18:06:00;2;00:00:02; ;Unknown;1;1;;99;99;5901840;0
1;2022-05-29 18:06:00;Satellite1;(92) Abilita batteria;(1) OK;2022-05-29 18:06:00;5900613;0;;Shuttle1;5900610;5900010;5901210;5900613;2022-05-29 18:06:00;3;00:00:01; ;Unknown;1;1;;99;99;5900613;0
1;2022-05-29 18:06:00;Shuttle2;(30) Spostamento;(21) OK silent warning;2022-05-29 18:06:00;433510;0;;L3-C03-R - WH2 (N 143);433509;426270;452441;429849;2022-05-29 18:06:00;3660;00:00:09;Avanti;TGLS_201;3;3;;100;100;84257;0
1;2022-05-29 18:06:00;Shuttle2;(50) Uscita;(1) OK;2022-05-29 18:06:00;429849;0;;Lift2;84254;80700;85000;84257;2022-05-29 18:06:00;3;00:00:06;Avanti;TGLS_201;2;3;;100;100;84257;0
1;2022-05-29 18:06:00;Shuttle2;(91) Disabilita batteria;(1) OK;2022-05-29 18:06:00;84257;0;;Lift2;84254;80700;85000;84257;2022-05-29 18:06:00;3;00:00:02; ;Unknown;1;3;;100;100;84257;0
1;2022-05-29 18:05:00;Satellite1;(40) Ingresso;(1) OK;2022-05-29 18:06:00;5900613;0;;Shuttle1;5900610;5900010;5901210;1053428;2022-05-29 18:05:00;4847182;00:00:04;Indietro;TGLS_113;6;6;;99;99;5900613;0
1;2022-05-29 18:05:00;Satellite1;(30) Spostamento;(1) OK;2022-05-29 18:05:00;1053428;0;;L2-C01-R - WH1 (N 29);1053422;1052792;1072929;1056972;2022-05-29 18:05:00;3550;00:00:05;Indietro;TGLS_133;5;6;;99;99;5900613;0
1;2022-05-29 18:05:00;Satellite1;(20) Deposito;(1) OK;2022-05-29 18:05:00;1056972;92;BECIWMS0145;L2-C01-R - WH1 (N 29);1056973;1052792;1072929;1056972;2022-05-29 18:05:00;1;00:00:02; ;TGLS_233;4;6;;99;99;5900613;0
1;2022-05-29 18:05:00;Satellite1;(30) Spostamento;(1) OK;2022-05-29 18:05:00;1056972;92;BECIWMS0145;L2-C01-R - WH1 (N 29);1056973;1052792;1072929;1053502;2022-05-29 18:05:00;3471;00:00:07;Avanti;TGLS_213;3;6;;99;99;5900613;0
1;2022-05-29 18:05:00;Satellite1;(50) Uscita;(1) OK;2022-05-29 18:05:00;1053502;92;BECIWMS0145;Shuttle1;5900610;5900010;5901210;5900613;2022-05-29 18:05:00;3;00:00:04;Avanti;TGLS_203;2;6;;99;99;5900613;0
1;2022-05-29 18:05:00;Satellite1;(10) Prelievo;(1) OK;2022-05-29 18:05:00;5900613;92;BECIWMS0145;Shuttle1;5900610;5900010;5901210;5900613;2022-05-29 18:05:00;3;00:00:03; ;TGLS_107;1;6;;99;99;5900613;0
1;2022-05-29 18:05:00;Shuttle1;(60) Posizionamento con catene;(21) OK silent warning;2022-05-29 18:05:00;130128;92;BECIWMS0145;L2-C01-R - WH1 (N 29);130127;126232;152404;130128;2022-05-29 18:05:00;1;00:00:06;Avanti;TGLS_202;1;1;;100;100;130128;0
1;2022-05-29 18:05:00;Satellite1;(91) Disabilita batteria;(1) OK;2022-05-29 18:05:00;5900613;0;;Shuttle1;5900610;5900010;5901210;5900613;2022-05-29 18:05:00;3;00:00:03; ;Unknown;1;1;;99;99;5900613;0
1;2022-05-29 18:05:00;Shuttle1;(30) Spostamento;(21) OK silent warning;2022-05-29 18:05:00;130128;92;BECIWMS0145;L2-C01-R - WH1 (N 29);130127;126232;152404;129842;2022-05-29 18:05:00;285;00:00:05;Avanti;TGLS_202;2;2;;100;100;89051;0
1;2022-05-29 18:05:00;Shuttle1;(50) Uscita;(1) OK;2022-05-29 18:05:00;129842;92;BECIWMS0145;Lift1;89050;85490;89790;89051;2022-05-29 18:05:00;1;00:00:09;Avanti;TGLS_202;1;2;;100;100;89051;0
1;2022-05-29 18:04:00;Shuttle1;(10) Prelievo con catena;(1) OK;2022-05-29 18:05:00;89051;92;BECIWMS0145;Lift1;89050;85490;89790;89051;2022-05-29 18:05:00;1;00:00:09;Avanti;TGLS_201;2;2;;100;100;89051;0
1;2022-05-29 18:04:00;Shuttle1;(91) Disabilita batteria;(1) OK;2022-05-29 18:05:00;89051;0;;Lift1;89050;85490;89790;89051;2022-05-29 18:04:00;1;00:00:02; ;Unknown;1;2;;100;100;89051;0
1;2022-05-29 17:51:00;Shuttle1;(92) Abilita batteria;(1) OK;2022-05-29 17:52:00;89051;0;;Lift1;89050;85490;89790;89051;2022-05-29 17:52:00;1;00:00:01; ;Unknown;3;3;;98;98;105606;0
1;2022-05-29 17:51:00;Shuttle1;(40) Ingresso;(21) OK silent warning;2022-05-29 17:52:00;89051;0;;Lift1;89050;85490;89790;103649;2022-05-29 17:51:00;14599;00:00:12;Indietro;TGLS_201;2;3;;98;98;105606;0
1;2022-05-29 17:51:00;Shuttle1;(30) Spostamento;(1) OK;2022-05-29 17:51:00;103649;0;;;103646;100031;126191;105606;2022-05-29 17:51:00;1960;00:00:05;Indietro;TGLS_201;1;3;;98;98;105606;0
1;2022-05-29 17:51:00;Shuttle2;(92) Abilita batteria;(1) OK;2022-05-29 17:51:00;84257;0;;Lift2;84254;80700;85000;84257;2022-05-29 17:51:00;3;00:00:01; ;Unknown;1;1;;98;98;84257;0
1;2022-05-29 17:51:00;Shuttle2;(20) Deposito con catena;(1) OK;2022-05-29 17:51:00;84257;92;BECIWMS0145;Lift2;84254;80700;85000;84257;2022-05-29 17:51:00;3;00:00:06;Indietro;TGLS_202;1;1;;98;98;84257;0
1;2022-05-29 17:50:00;Satellite1;(92) Abilita batteria;(1) OK;2022-05-29 17:50:00;5900612;0;;Shuttle1;5900610;5900010;5901210;5900612;2022-05-29 17:50:00;2;00:00:02; ;Unknown;1;1;;98;98;5900612;0
1;2022-05-29 17:50:00;Shuttle2;(40) Ingresso;(21) OK silent warning;2022-05-29 17:51:00;84257;0;;Lift2;84254;80700;85000;403655;2022-05-29 17:50:00;319401;00:00:17;Indietro;TGLS_202;2;2;;98;98;403930;0
1;2022-05-29 17:50:00;Shuttle2;(30) Spostamento;(21) OK silent warning;2022-05-29 17:50:00;403655;0;;;403649;400028;426206;403930;2022-05-29 17:50:00;281;00:00:05;Indietro;TGLS_202;1;2;;98;98;403930;0
1;2022-05-29 17:50:00;Satellite2;(92) Abilita batteria;(1) OK;2022-05-29 17:50:00;5901839;0;;Shuttle2;5901842;5901242;5902442;5901839;2022-05-29 17:50:00;3;00:00:01; ;Unknown;7;7;;97;97;5901839;0
1;2022-05-29 17:50:00;Satellite2;(20) Deposito;(1) OK;2022-05-29 17:50:00;5901839;92;BECIWMS0145;Shuttle2;5901842;5901242;5902442;5901839;2022-05-29 17:50:00;3;00:00:02; ;TGLS_203;6;7;;97;97;5901839;0
1;2022-05-29 17:50:00;Satellite2;(40) Ingresso;(1) OK;2022-05-29 17:50:00;5901839;92;BECIWMS0145;Shuttle2;5901842;5901242;5902442;1072292;2022-05-29 17:50:00;4829550;00:00:05;Avanti;TGLS_213;5;7;;97;97;5901839;0
1;2022-05-29 17:50:00;Satellite2;(30) Spostamento;(1) OK;2022-05-29 17:50:00;1072292;92;BECIWMS0145;L2-C01-R - WH1 (N 29);1072296;1072929;1052792;1066565;2022-05-29 17:50:00;5731;00:00:09;Avanti;TGLS_213;4;7;;97;97;5901839;0
1;2022-05-29 17:50:00;Satellite2;(10) Prelievo;(1) OK;2022-05-29 17:50:00;1066565;92;BECIWMS0145;L2-C01-R - WH1 (N 29);1066563;1072929;1052792;1066565;2022-05-29 17:50:00;2;00:00:02; ;TGLS_125;3;7;;97;97;5901839;0
1;2022-05-29 17:50:00;Satellite2;(30) Spostamento;(1) OK;2022-05-29 17:50:00;1066565;92;BECIWMS0145;L2-C01-R - WH1 (N 29);1066563;1072929;1052792;1072193;2022-05-29 17:50:00;5630;00:00:05;Indietro;TGLS_101;2;7;;97;97;5901839;0
1;2022-05-29 17:50:00;Satellite2;(50) Uscita;(1) OK;2022-05-29 17:50:00;1072193;0;;Shuttle2;5901842;5901242;5902442;5901839;2022-05-29 17:50:00;3;00:00:04;Indietro;TGLS_101;1;7;;97;97;5901839;0
1;2022-05-29 17:50:00;Satellite1;(40) Ingresso;(1) OK;2022-05-29 17:50:00;5900612;0;;Shuttle1;5900610;5900010;5901210;1109725;2022-05-29 17:50:00;4790885;00:00:04;Indietro;TGLS_113;6;6;;98;98;5900613;0
1;2022-05-29 17:50:00;Satellite1;(30) Spostamento;(1) OK;2022-05-29 17:50:00;1109725;0;;L1-C02-R - WH1 (N 4);1109720;1109078;1129237;1128600;2022-05-29 17:50:00;18880;00:00:11;Indietro;TGLS_133;5;6;;98;98;5900613;0
1;2022-05-29 17:50:00;Satellite1;(20) Deposito;(1) OK;2022-05-29 17:50:00;1128600;159;BECIWMS0196;L1-C02-R - WH1 (N 4);1128602;1109078;1129237;1128600;2022-05-29 17:50:00;2;00:00:02; ;TGLS_233;4;6;;98;98;5900613;55
1;2022-05-29 17:50:00;Satellite1;(30) Spostamento;(1) OK;2022-05-29 17:50:00;1128600;159;BECIWMS0196;L1-C02-R - WH1 (N 4);1128602;1109078;1129237;1109746;2022-05-29 17:50:00;18856;00:00:12;Avanti;TGLS_213;3;6;;98;98;5900613;55
1;2022-05-29 17:50:00;Satellite1;(50) Uscita;(1) OK;2022-05-29 17:50:00;1109746;159;BECIWMS0196;Shuttle1;5900610;5900010;5901210;5900613;2022-05-29 17:50:00;3;00:00:03;Avanti;TGLS_203;2;6;;98;98;5900613;55
1;2022-05-29 17:50:00;Satellite1;(10) Prelievo;(1) OK;2022-05-29 17:50:00;5900613;159;BECIWMS0196;Shuttle1;5900610;5900010;5901210;5900613;2022-05-29 17:50:00;3;00:00:03; ;TGLS_107;1;6;;98;98;5900613;55
1;2022-05-29 17:50:00;Shuttle1;(60) Posizionamento con catene;(21) OK silent warning;2022-05-29 17:50:00;105606;159;BECIWMS0196;L1-C02-R - WH1 (N 4);105605;100031;126191;105606;2022-05-29 17:50:00;1;00:00:06;Avanti;TGLS_202;1;1;;99;99;105606;55
1;2022-05-29 17:49:00;Satellite2;(91) Disabilita batteria;(1) OK;2022-05-29 17:50:00;5901839;0;;Shuttle2;5901842;5901242;5902442;5901839;2022-05-29 17:49:00;3;00:00:03; ;Unknown;1;1;;97;97;5901839;0
1;2022-05-29 17:49:00;Satellite1;(91) Disabilita batteria;(1) OK;2022-05-29 17:49:00;5900613;0;;Shuttle1;5900610;5900010;5901210;5900613;2022-05-29 17:49:00;3;00:00:02; ;Unknown;1;1;;98;98;5900613;0
1;2022-05-29 17:49:00;Shuttle2;(30) Spostamento;(21) OK silent warning;2022-05-29 17:50:00;403930;0;;L2-C01-R - WH1 (N 29);403930;400028;426206;403620;2022-05-29 17:50:00;310;00:00:09;Avanti;TGLS_201;3;3;;98;98;84257;0
1;2022-05-29 17:49:00;Shuttle2;(50) Uscita;(1) OK;2022-05-29 17:50:00;403620;0;;Lift2;84254;80700;85000;84257;2022-05-29 17:49:00;3;00:00:06;Avanti;TGLS_201;2;3;;98;98;84257;0
1;2022-05-29 17:49:00;Shuttle2;(91) Disabilita batteria;(1) OK;2022-05-29 17:49:00;84257;0;;Lift2;84254;80700;85000;84257;2022-05-29 17:49:00;3;00:00:02; ;Unknown;1;3;;98;98;84257;0
1;2022-05-29 17:49:00;Shuttle1;(30) Spostamento;(21) OK silent warning;2022-05-29 17:50:00;105606;159;BECIWMS0196;L1-C02-R - WH1 (N 4);105605;100031;126191;103639;2022-05-29 17:49:00;1966;00:00:07;Avanti;TGLS_202;2;2;;99;99;89049;55
1;2022-05-29 17:49:00;Shuttle1;(50) Uscita;(1) OK;2022-05-29 17:49:00;103639;159;BECIWMS0196;Lift1;89050;85490;89790;89049;2022-05-29 17:49:00;1;00:00:07;Avanti;TGLS_202;1;2;;99;99;89049;55
1;2022-05-29 17:49:00;Shuttle1;(10) Prelievo con catena;(1) OK;2022-05-29 17:49:00;89049;159;BECIWMS0196;Lift1;89050;85490;89790;89049;2022-05-29 17:49:00;1;00:00:09;Avanti;TGLS_201;2;2;;99;99;89049;55
1;2022-05-29 17:49:00;Shuttle1;(91) Disabilita batteria;(1) OK;2022-05-29 17:49:00;89049;0;;Lift1;89050;85490;89790;89049;2022-05-29 17:49:00;1;00:00:02; ;Unknown;1;2;;99;99;89049;0
1;2022-05-29 17:19:00;Shuttle1;(92) Abilita batteria;(1) OK;2022-05-29 17:19:00;89049;0;;Lift1;89050;85490;89790;89049;2022-05-29 17:19:00;1;00:00:01; ;Unknown;3;3;;100;100;136831;0
1;2022-05-29 17:19:00;Shuttle1;(40) Ingresso;(21) OK silent warning;2022-05-29 17:19:00;89049;0;;Lift1;89050;85490;89790;129856;2022-05-29 17:19:00;40806;00:00:12;Indietro;TGLS_201;2;3;;100;100;136831;0
1;2022-05-29 17:19:00;Shuttle1;(30) Spostamento;(1) OK;2022-05-29 17:19:00;129856;0;;;129850;126232;152404;136831;2022-05-29 17:19:00;6981;00:00:09;Indietro;TGLS_201;1;3;;100;100;136831;0
1;2022-05-29 17:18:00;Satellite1;(92) Abilita batteria;(1) OK;2022-05-29 17:18:00;5900613;0;;Shuttle1;5900610;5900010;5901210;5900613;2022-05-29 17:18:00;3;00:00:01; ;Unknown;1;1;;99;99;5900613;0
1;2022-05-29 17:17:00;Satellite1;(40) Ingresso;(1) OK;2022-05-29 17:18:00;5900613;0;;Shuttle1;5900610;5900010;5901210;1449655;2022-05-29 17:18:00;4450955;00:00:04;Indietro;TGLS_113;6;6;;99;99;5900612;0
1;2022-05-29 17:17:00;Satellite1;(30) Spostamento;(1) OK;2022-05-29 17:18:00;1449655;0;;L2-C05-R - WH1 (N 37);1449652;1449021;1469167;1458311;2022-05-29 17:18:00;8659;00:00:06;Indietro;TGLS_133;5;6;;99;99;5900612;0
1;2022-05-29 17:17:00;Satellite1;(20) Deposito;(1) OK;2022-05-29 17:18:00;1458311;228;BECIWMS0392;L2-C05-R - WH1 (N 37);1458314;1449021;1469167;1458311;2022-05-29 17:18:00;3;00:00:02; ;TGLS_233;4;6;;99;99;5900612;54
1;2022-05-29 17:17:00;Satellite1;(30) Spostamento;(1) OK;2022-05-29 17:18:00;1458311;228;BECIWMS0392;L2-C05-R - WH1 (N 37);1458314;1449021;1469167;1449687;2022-05-29 17:18:00;8627;00:00:07;Avanti;TGLS_213;3;6;;99;99;5900612;54
1;2022-05-29 17:17:00;Satellite1;(50) Uscita;(1) OK;2022-05-29 17:18:00;1449687;228;BECIWMS0392;Shuttle1;5900610;5900010;5901210;5900612;2022-05-29 17:18:00;2;00:00:03;Avanti;TGLS_203;2;6;;99;99;5900612;54
1;2022-05-29 17:17:00;Satellite1;(10) Prelievo;(1) OK;2022-05-29 17:18:00;5900612;228;BECIWMS0392;Shuttle1;5900610;5900010;5901210;5900612;2022-05-29 17:17:00;2;00:00:02; ;TGLS_107;1;6;;99;99;5900612;54
1;2022-05-29 17:17:00;Shuttle1;(60) Posizionamento con catene;(21) OK silent warning;2022-05-29 17:17:00;136830;228;BECIWMS0392;L2-C05-R - WH1 (N 37);136832;126232;152404;136830;2022-05-29 17:17:00;2;00:00:06;Avanti;TGLS_202;1;1;;100;100;136830;54
1;2022-05-29 17:17:00;Satellite1;(91) Disabilita batteria;(1) OK;2022-05-29 17:17:00;5900612;0;;Shuttle1;5900610;5900010;5901210;5900612;2022-05-29 17:17:00;2;00:00:02; ;Unknown;1;1;;99;99;5900612;0
1;2022-05-29 17:17:00;Shuttle1;(30) Spostamento;(1) OK;2022-05-29 17:17:00;136830;228;BECIWMS0392;L2-C05-R - WH1 (N 37);136832;126232;152404;129842;2022-05-29 17:17:00;6990;00:00:10;Avanti;TGLS_202;2;2;;100;100;89053;54
1;2022-05-29 17:17:00;Shuttle1;(50) Uscita;(1) OK;2022-05-29 17:17:00;129842;228;BECIWMS0392;Lift1;89050;85490;89790;89053;2022-05-29 17:17:00;3;00:00:06;Avanti;TGLS_202;1;2;;100;100;89053;54
1;2022-05-29 17:17:00;Shuttle1;(10) Prelievo con catena;(1) OK;2022-05-29 17:17:00;89053;228;BECIWMS0392;Lift1;89050;85490;89790;89053;2022-05-29 17:17:00;3;00:00:09;Avanti;TGLS_201;2;2;;99;100;89053;54
1;2022-05-29 17:17:00;Shuttle1;(91) Disabilita batteria;(1) OK;2022-05-29 17:17:00;89053;0;;Lift1;89050;85490;89790;89053;2022-05-29 17:17:00;3;00:00:02; ;Unknown;1;2;;99;100;89053;0
1;2022-05-29 17:16:00;Shuttle1;(92) Abilita batteria;(1) OK;2022-05-29 17:16:00;89053;0;;Lift1;89050;85490;89790;89053;2022-05-29 17:16:00;3;00:00:01; ;Unknown;1;1;;99;99;89053;0
1;2022-05-29 17:16:00;Shuttle1;(20) Deposito con catena;(1) OK;2022-05-29 17:16:00;89053;159;BECIWMS0196;Lift1;89050;85490;89790;89053;2022-05-29 17:16:00;3;00:00:06;Avanti;TGLS_202;1;1;;100;100;89053;55
1;2022-05-29 17:15:00;Shuttle1;(40) Ingresso;(21) OK silent warning;2022-05-29 17:16:00;89053;0;;Lift1;89050;85490;89790;103652;2022-05-29 17:15:00;14602;00:00:19;Indietro;TGLS_202;2;2;;100;100;105605;0
1;2022-05-29 17:15:00;Shuttle1;(30) Spostamento;(1) OK;2022-05-29 17:15:00;103652;0;;;103646;100031;126191;105605;2022-05-29 17:15:00;1959;00:00:06;Indietro;TGLS_202;1;2;;100;100;105605;0
1;2022-05-29 17:15:00;Satellite1;(92) Abilita batteria;(1) OK;2022-05-29 17:15:00;5900612;0;;Shuttle1;5900610;5900010;5901210;5900612;2022-05-29 17:15:00;2;00:00:01; ;Unknown;7;7;;99;99;5900612;0
1;2022-05-29 17:15:00;Satellite1;(20) Deposito;(1) OK;2022-05-29 17:15:00;5900612;159;BECIWMS0196;Shuttle1;5900610;5900010;5901210;5900612;2022-05-29 17:15:00;2;00:00:02; ;TGLS_203;6;7;;99;99;5900612;55
1;2022-05-29 17:15:00;Satellite1;(40) Ingresso;(1) OK;2022-05-29 17:15:00;5900612;159;BECIWMS0196;Shuttle1;5900610;5900010;5901210;1109722;2022-05-29 17:15:00;4790888;00:00:04;Indietro;TGLS_213;5;7;;99;99;5900612;55
1;2022-05-29 17:15:00;Satellite1;(30) Spostamento;(1) OK;2022-05-29 17:15:00;1109722;159;BECIWMS0196;L1-C02-R - WH1 (N 4);1109720;1109078;1129237;1128598;2022-05-29 17:15:00;18878;00:00:12;Indietro;TGLS_233;4;7;;99;99;5900612;55
1;2022-05-29 17:15:00;Satellite1;(10) Prelievo;(1) OK;2022-05-29 17:15:00;1128598;159;BECIWMS0196;L1-C02-R - WH1 (N 4);1128600;1109078;1129237;1128598;2022-05-29 17:15:00;2;00:00:02; ;TGLS_134;3;7;;99;99;5900612;55
1;2022-05-29 17:15:00;Satellite1;(30) Spostamento;(1) OK;2022-05-29 17:15:00;1128598;159;BECIWMS0196;L1-C02-R - WH1 (N 4);1128600;1109078;1129237;1109745;2022-05-29 17:15:00;18855;00:00:11;Avanti;TGLS_101;2;7;;99;99;5900612;55
1;2022-05-29 17:15:00;Satellite1;(50) Uscita;(1) OK;2022-05-29 17:15:00;1109745;0;;Shuttle1;5900610;5900010;5901210;5900612;2022-05-29 17:15:00;2;00:00:04;Avanti;TGLS_101;1;7;;99;99;5900612;0
1;2022-05-29 17:14:00;Satellite1;(91) Disabilita batteria;(1) OK;2022-05-29 17:15:00;5900613;0;;Shuttle1;5900610;5900010;5901210;5900613;2022-05-29 17:14:00;3;00:00:03; ;Unknown;1;1;;100;99;5900613;0
1;2022-05-29 17:14:00;Shuttle1;(30) Spostamento;(21) OK silent warning;2022-05-29 17:15:00;105605;0;;L1-C02-R - WH1 (N 4);105605;100031;126191;103639;2022-05-29 17:15:00;1966;00:00:07;Avanti;TGLS_201;3;3;;100;100;89049;0
1;2022-05-29 17:14:00;Shuttle1;(50) Uscita;(1) OK;2022-05-29 17:15:00;103639;0;;Lift1;89050;85490;89790;89049;2022-05-29 17:14:00;1;00:00:06;Avanti;TGLS_201;2;3;;100;100;89049;0
1;2022-05-29 17:14:00;Shuttle1;(91) Disabilita batteria;(1) OK;2022-05-29 17:14:00;89049;0;;Lift1;89050;85490;89790;89049;2022-05-29 17:14:00;1;00:00:02; ;Unknown;1;3;;100;100;89049;0
1;2022-05-29 17:06:00;Shuttle1;(92) Abilita batteria;(1) OK;2022-05-29 17:06:00;89049;0;;Lift1;89050;85490;89790;89049;2022-05-29 17:06:00;1;00:00:01; ;Unknown;3;3;;99;99;103930;0
1;2022-05-29 17:06:00;Shuttle1;(40) Ingresso;(1) OK;2022-05-29 17:06:00;89049;0;;Lift1;89050;85490;89790;103652;2022-05-29 17:06:00;14602;00:00:09;Indietro;TGLS_201;2;3;;99;99;103930;0
1;2022-05-29 17:06:00;Shuttle1;(30) Spostamento;(1) OK;2022-05-29 17:06:00;103652;0;;;103646;100031;126191;103930;2022-05-29 17:06:00;284;00:00:03;Indietro;TGLS_201;1;3;;99;99;103930;0
1;2022-05-29 17:05:00;Satellite1;(92) Abilita batteria;(1) OK;2022-05-29 17:05:00;5900612;0;;Shuttle1;5900610;5900010;5901210;5900612;2022-05-29 17:05:00;2;00:00:01; ;Unknown;1;1;;99;99;5900612;0
1;2022-05-29 17:05:00;Satellite1;(40) Ingresso;(1) OK;2022-05-29 17:05:00;5900612;0;;Shuttle1;5900610;5900010;5901210;1009585;2022-05-29 17:05:00;4891025;00:00:03;Indietro;TGLS_113;6;6;;99;99;5900613;0
1;2022-05-29 17:05:00;Satellite1;(30) Spostamento;(1) OK;2022-05-29 17:05:00;1009585;0;;L1-C01-R - WH1 (N 2);1009581;1008941;1029057;1019904;2022-05-29 17:05:00;10323;00:00:07;Indietro;TGLS_133;5;6;;99;99;5900613;0
1;2022-05-29 17:05:00;Satellite1;(20) Deposito;(1) OK;2022-05-29 17:05:00;1019904;68;BECIWMS0089;L1-C01-R - WH1 (N 2);1019906;1008941;1029057;1019904;2022-05-29 17:05:00;2;00:00:02; ;TGLS_233;4;6;;99;99;5900613;0
1;2022-05-29 17:05:00;Satellite1;(30) Spostamento;(1) OK;2022-05-29 17:05:00;1019904;68;BECIWMS0089;L1-C01-R - WH1 (N 2);1019906;1008941;1029057;1009640;2022-05-29 17:05:00;10266;00:00:09;Avanti;TGLS_213;3;6;;99;99;5900613;0
1;2022-05-29 17:05:00;Satellite1;(50) Uscita;(1) OK;2022-05-29 17:05:00;1009640;68;BECIWMS0089;Shuttle1;5900610;5900010;5901210;5900613;2022-05-29 17:05:00;3;00:00:05;Avanti;TGLS_203;2;6;;99;99;5900613;0
1;2022-05-29 17:05:00;Satellite1;(10) Prelievo;(1) OK;2022-05-29 17:05:00;5900613;68;BECIWMS0089;Shuttle1;5900610;5900010;5901210;5900613;2022-05-29 17:05:00;3;00:00:02; ;TGLS_107;1;6;;99;99;5900613;0
1;2022-05-29 17:04:00;Shuttle1;(60) Posizionamento con catene;(21) OK silent warning;2022-05-29 17:05:00;103930;68;BECIWMS0089;L1-C01-R - WH1 (N 2);103929;100031;126191;103930;2022-05-29 17:04:00;1;00:00:06;Avanti;TGLS_202;1;1;;100;100;103930;0
1;2022-05-29 17:04:00;Satellite1;(91) Disabilita batteria;(1) OK;2022-05-29 17:04:00;5900613;0;;Shuttle1;5900610;5900010;5901210;5900613;2022-05-29 17:04:00;3;00:00:02; ;Unknown;1;1;;99;99;5900613;0
1;2022-05-29 17:04:00;Shuttle1;(30) Spostamento;(21) OK silent warning;2022-05-29 17:04:00;103930;68;BECIWMS0089;L1-C01-R - WH1 (N 2);103929;100031;126191;103636;2022-05-29 17:04:00;293;00:00:05;Avanti;TGLS_202;2;2;;100;100;89048;0
