Data\Ora;Tipologia;Periferica;Valore;Codice;Descrizione
13/03/2025 16:51:23;;Satellite1;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:51:20;;Satellite1;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:51:19;;Satellite1;ON;DB126.DBX6.1;#50 - Attivata correzione per aumento velocità
13/03/2025 16:50:45;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:50:43;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:47:04;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:47:03;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:38:45;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:38:44;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:37:04;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:37:03;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:35:05;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:35:04;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:33:48;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:33:47;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:30:28;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 16:30:27;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 15:47:09;;Satellite2;OFF;DB116.DBX8.6;#506 - Uscita - Camma di sicurezza non raggiunta
13/03/2025 15:47:05;;Satellite2;ON;DB116.DBX8.6;#506 - Uscita - Camma di sicurezza non raggiunta
13/03/2025 10:15:40;;Satellite3;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 10:15:39;;Satellite3;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 09:46:36;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 09:46:33;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 09:45:36;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 09:45:32;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 09:44:35;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 09:44:33;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 09:43:34;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 09:43:32;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 09:43:00;;Satellite2;OFF;DB126.DBX4.0;#33 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 09:42:59;;Satellite2;ON;DB126.DBX4.0;#33 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 09:42:35;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 09:42:34;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 09:42:27;;Satellite2;OFF;DB126.DBX4.1;#34 - Attivata correzione per aumento velocità
13/03/2025 09:42:26;;Satellite2;ON;DB126.DBX4.1;#34 - Attivata correzione per aumento velocità
13/03/2025 09:26:30;;Satellite4;OFF;DB126.DBX4.0;#33 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 09:26:29;;Satellite4;ON;DB126.DBX4.0;#33 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 07:44:24;;Satellite3;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 07:44:23;;Satellite3;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 07:43:24;;Shuttle4;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:43:23;;Shuttle3;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:43:23;;Shuttle2;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:43:22;;Shuttle1;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:43:21;;Satellite1;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:43:20;;Satellite2;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:43:20;;Satellite3;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:43:18;;Satellite4;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:42:38;;Satellite3;ON;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:42:02;;H2;OFF;DB106.DBX0.1; - 01 - SICUREZZA ELEVATORI
13/03/2025 07:42:02;;H1;OFF;DB106.DBX8.6; - 70 - BLINDO 1 SPENTA
13/03/2025 07:42:02;;H1;OFF;DB106.DBX9.0; - 72 - BLINDO 3 SPENTA
13/03/2025 07:42:02;;H1;OFF;DB106.DBX8.0; - 64 - SISTEMA DI SICUREZZA ZONA INGRESSO
13/03/2025 07:42:02;;H1;OFF;DB106.DBX9.1; - 73 - BLINDO 4 SPENTA
13/03/2025 07:42:02;;H2;OFF;DB106.DBX6.1; - 49 - BARRIERA C13 INTERVENUTA
13/03/2025 07:42:02;;H1;OFF;DB106.DBX8.7; - 71 - BLINDO 2 SPENTA
13/03/2025 07:41:34;;Satellite3;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:41:31;;H1;ON;DB106.DBX9.1; - 73 - BLINDO 4 SPENTA
13/03/2025 07:41:29;;H1;ON;DB106.DBX9.0; - 72 - BLINDO 3 SPENTA
13/03/2025 07:41:28;;Satellite3;ON;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:41:27;;Satellite4;ON;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:41:27;;H1;ON;DB106.DBX8.7; - 71 - BLINDO 2 SPENTA
13/03/2025 07:41:27;;Satellite2;ON;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:41:27;;Shuttle1;ON;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:41:27;;Shuttle4;ON;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:41:27;;Satellite1;ON;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:41:26;;Shuttle3;ON;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:41:26;;Shuttle2;ON;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:41:26;;H2;ON;DB106.DBX0.1; - 01 - SICUREZZA ELEVATORI
13/03/2025 07:41:26;;H1;ON;DB106.DBX8.6; - 70 - BLINDO 1 SPENTA
13/03/2025 07:41:26;;H1;ON;DB106.DBX8.0; - 64 - SISTEMA DI SICUREZZA ZONA INGRESSO
13/03/2025 07:41:26;;H2;ON;DB106.DBX6.1; - 49 - BARRIERA C13 INTERVENUTA
13/03/2025 07:38:40;;Shuttle4;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:38:40;;Shuttle3;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:38:38;;Shuttle2;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:38:38;;Shuttle1;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:38:34;;Satellite1;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:38:33;;Satellite2;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:38:32;;Satellite4;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:38:32;;Satellite3;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:38:07;;Satellite1;ON;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:37:23;;H2;OFF;DB106.DBX0.7; - 07 - PARACADUTE DISINSERITI DISCENSORE CON MACCHINA IN SICUREZZA
13/03/2025 07:37:23;;H2;OFF;DB106.DBX6.1; - 49 - BARRIERA C13 INTERVENUTA
13/03/2025 07:37:23;;H2;OFF;DB106.DBX0.1; - 01 - SICUREZZA ELEVATORI
13/03/2025 07:37:23;;H1;OFF;DB106.DBX9.1; - 73 - BLINDO 4 SPENTA
13/03/2025 07:37:23;;H1;OFF;DB106.DBX9.0; - 72 - BLINDO 3 SPENTA
13/03/2025 07:37:23;;H1;OFF;DB106.DBX8.7; - 71 - BLINDO 2 SPENTA
13/03/2025 07:37:23;;H1;OFF;DB106.DBX8.0; - 64 - SISTEMA DI SICUREZZA ZONA INGRESSO
13/03/2025 07:37:23;;H1;OFF;DB106.DBX8.6; - 70 - BLINDO 1 SPENTA
13/03/2025 07:37:05;;H1;ON;DB106.DBX9.1; - 73 - BLINDO 4 SPENTA
13/03/2025 07:37:02;;H2;ON;DB106.DBX0.7; - 07 - PARACADUTE DISINSERITI DISCENSORE CON MACCHINA IN SICUREZZA
13/03/2025 07:37:02;;H1;ON;DB106.DBX9.0; - 72 - BLINDO 3 SPENTA
13/03/2025 07:37:01;;Shuttle3;ON;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:37:00;;Shuttle4;ON;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:37:00;;H1;ON;DB106.DBX8.7; - 71 - BLINDO 2 SPENTA
13/03/2025 07:37:00;;Shuttle2;ON;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:37:00;;Satellite4;ON;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:37:00;;Satellite3;ON;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:37:00;;Shuttle1;ON;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
13/03/2025 07:37:00;;Satellite2;ON;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
13/03/2025 07:36:59;;H1;ON;DB106.DBX8.0; - 64 - SISTEMA DI SICUREZZA ZONA INGRESSO
13/03/2025 07:36:59;;H2;ON;DB106.DBX6.1; - 49 - BARRIERA C13 INTERVENUTA
13/03/2025 07:36:59;;H2;ON;DB106.DBX0.1; - 01 - SICUREZZA ELEVATORI
13/03/2025 07:36:59;;H1;ON;DB106.DBX8.6; - 70 - BLINDO 1 SPENTA
13/03/2025 07:32:22;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 07:32:21;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 07:21:26;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
13/03/2025 07:21:25;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 19:07:40;;Satellite3;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 19:07:39;;Satellite3;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 19:04:57;;Satellite3;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 19:04:55;;Satellite3;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 19:02:11;;Satellite3;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 19:02:10;;Satellite3;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:58:57;;Satellite1;OFF;DB116.DBX8.6;#506 - Uscita - Camma di sicurezza non raggiunta
12/03/2025 18:58:52;;Satellite1;ON;DB116.DBX8.6;#506 - Uscita - Camma di sicurezza non raggiunta
12/03/2025 18:56:31;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:56:30;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:52:45;;Satellite3;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:52:44;;Satellite3;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:48:59;;Satellite2;OFF;DB116.DBX8.6;#506 - Uscita - Camma di sicurezza non raggiunta
12/03/2025 18:48:53;;Satellite2;ON;DB116.DBX8.6;#506 - Uscita - Camma di sicurezza non raggiunta
12/03/2025 18:48:35;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:48:34;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:39:44;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:39:42;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:38:54;;Satellite2;OFF;DB126.DBX4.0;#33 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:38:54;;Satellite2;OFF;DB126.DBX4.1;#34 - Attivata correzione per aumento velocità
12/03/2025 18:38:52;;Satellite2;ON;DB126.DBX4.0;#33 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:38:49;;Satellite2;ON;DB126.DBX4.1;#34 - Attivata correzione per aumento velocità
12/03/2025 18:38:47;;Satellite2;OFF;DB116.DBX8.6;#506 - Uscita - Camma di sicurezza non raggiunta
12/03/2025 18:38:43;;Satellite2;ON;DB116.DBX8.6;#506 - Uscita - Camma di sicurezza non raggiunta
12/03/2025 18:37:01;;Satellite1;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:37:00;;Satellite1;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:27:52;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:27:51;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:26:42;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:26:41;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:22:11;;Satellite1;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:22:10;;Satellite1;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:15:10;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:15:09;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:10:02;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:10:01;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:09:46;;Satellite3;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:09:45;;Satellite3;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:08:17;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:08:16;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:07:03;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 18:07:01;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:59:29;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:59:28;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:58:12;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:58:11;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:54:03;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:54:02;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:53:39;;Satellite1;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:53:38;;Satellite1;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:51:05;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:51:04;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:50:23;;Satellite1;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:50:22;;Satellite1;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:47:14;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:47:13;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:43:24;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:43:22;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:38:48;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:38:47;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:35:53;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:35:52;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:16:35;;Satellite1;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:16:34;;Satellite1;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:06:49;;Satellite1;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:06:48;;Satellite1;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:05:44;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:05:42;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:03:44;;Satellite1;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 17:03:43;;Satellite1;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:51:17;;Satellite1;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:51:16;;Satellite1;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:49:37;;Satellite2;OFF;DB126.DBX4.0;#33 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:49:36;;Satellite2;ON;DB126.DBX4.0;#33 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:49:24;;Satellite3;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:49:23;;Satellite3;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:45:50;;Satellite3;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:45:49;;Satellite3;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:45:21;;Satellite1;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:45:19;;Satellite1;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:41:06;;Satellite1;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:41:05;;Satellite1;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:35:47;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:35:46;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:33:01;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:33:00;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:32:48;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:32:45;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:31:50;;Satellite3;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:31:49;;Satellite3;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:30:35;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:30:34;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:28:21;;Satellite4;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 16:28:20;;Satellite4;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 12:25:55;;H1;OFF;DB106.DBX10.5; - 85 - BARRIERA R2 INTERVENUTA
12/03/2025 12:25:55;;H1;OFF;DB106.DBX8.0; - 64 - SISTEMA DI SICUREZZA ZONA INGRESSO
12/03/2025 12:19:15;;H1;ON;DB106.DBX8.0; - 64 - SISTEMA DI SICUREZZA ZONA INGRESSO
12/03/2025 12:19:15;;H1;ON;DB106.DBX10.5; - 85 - BARRIERA R2 INTERVENUTA
12/03/2025 12:19:12;;H1;OFF;DB106.DBX10.5; - 85 - BARRIERA R2 INTERVENUTA
12/03/2025 12:19:12;;H1;OFF;DB106.DBX8.0; - 64 - SISTEMA DI SICUREZZA ZONA INGRESSO
12/03/2025 12:17:36;;H1;ON;DB106.DBX8.0; - 64 - SISTEMA DI SICUREZZA ZONA INGRESSO
12/03/2025 12:17:36;;H1;ON;DB106.DBX10.5; - 85 - BARRIERA R2 INTERVENUTA
12/03/2025 11:47:08;;H1;OFF;DB106.DBX8.0; - 64 - SISTEMA DI SICUREZZA ZONA INGRESSO
12/03/2025 11:46:59;;H1;OFF;DB106.DBX10.5; - 85 - BARRIERA R2 INTERVENUTA
12/03/2025 11:46:10;;H1;ON;DB106.DBX10.5; - 85 - BARRIERA R2 INTERVENUTA
12/03/2025 11:46:10;;H1;ON;DB106.DBX8.0; - 64 - SISTEMA DI SICUREZZA ZONA INGRESSO
12/03/2025 10:13:15;;Satellite3;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 10:13:13;;Satellite3;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 10:10:09;;H1;OFF;DB106.DBX10.5; - 85 - BARRIERA R2 INTERVENUTA
12/03/2025 10:10:09;;H1;OFF;DB106.DBX8.0; - 64 - SISTEMA DI SICUREZZA ZONA INGRESSO
12/03/2025 10:09:08;;H1;ON;DB106.DBX10.5; - 85 - BARRIERA R2 INTERVENUTA
12/03/2025 10:09:08;;H1;ON;DB106.DBX8.0; - 64 - SISTEMA DI SICUREZZA ZONA INGRESSO
12/03/2025 08:54:45;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:54:44;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:53:16;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:53:13;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:51:38;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:51:37;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:50:07;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:50:05;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:48:19;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:48:18;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:46:36;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:46:34;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:33:01;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:33:00;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:28:34;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:28:33;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:23:18;;Satellite2;OFF;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 08:23:17;;Satellite2;ON;DB126.DBX6.0;#49 - Attivata Correzione per Satellite non in tolleranza
12/03/2025 07:52:48;;Shuttle4;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
