Data\Ora;Tipologia;Periferica;Valore;Codice;Descrizione
08/05/2025 23:41:28;;7N0404;ON;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
08/05/2025 23:41:28;;7N0403;ON;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
08/05/2025 23:36:55;;7S0405;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
08/05/2025 23:36:53;;7S0405;ON;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
08/05/2025 23:36:18;;7N0404;OFF;DB106.DBX17.0;#25 - General - Debordo LU SX
08/05/2025 23:36:18;;7N0404;OFF;DB106.DBX16.7;#24 - General - Debordo satellite
08/05/2025 23:36:18;;7N0404;OFF;DB106.DBX0.1;#1002 - Missione Prelievo UDC - Tempo massimo di esecuzione raggiunto
08/05/2025 23:36:18;;7N0404;OFF;DB106.DBX16.3;#20 - General - Passaggio in modalità manuale con missioni appese
08/05/2025 23:35:52;;7S0405;OFF;DB106.DBX13.4;#12 -  Generale -  Emergenza da shuttle
08/05/2025 23:35:52;;7S0405;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
08/05/2025 23:35:52;;7N0403;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
08/05/2025 23:35:52;;7N0404;OFF;DB106.DBX14.3;#4 - Hardware - Mancanza segnale safe da terra
08/05/2025 23:35:52;;7N0404;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
08/05/2025 23:35:52;;7N0403;OFF;DB106.DBX14.3;#4 - Hardware - Mancanza segnale safe da terra
08/05/2025 23:35:52;;7S0403;OFF;DB106.DBX12.0;#0 -  Generale -  Intervento circuito di sicurezza
08/05/2025 23:35:52;;7S0403;OFF;DB106.DBX13.4;#12 -  Generale -  Emergenza da shuttle
08/05/2025 23:35:52;;7N0405;OFF;DB106.DBX14.3;#4 - Hardware - Mancanza segnale safe da terra
08/05/2025 23:35:52;;7N0405;OFF;DB106.DBX14.0;#1 - Hardware - Intervento circuito di sicurezza
